word1,word2,pos,sv_score,relation,cf_score,include
update,inform,V,6.14,HYPER/HYPONYMS,0.769213283,1
remark,reply,V,6.64,NONE,0.677645909,1
move,flow,V,6.64,HYPER/HYPONYMS,0.711018217,1
jump,run,V,0.83,COHYPONYMS,0.902925932,1
return,reappear,V,6.64,HYPER/HYPONYMS,0.794917807,1
wait,hold,V,5.15,HYPER/HYPONYMS,0.672803323,1
lower,lift,V,1.49,ANTONYMS,1.031686328,1
breathe,live,V,2.16,HYPER/HYPONYMS,0.845258607,1
hate,dislike,V,6.47,HYPER/HYPONYMS,0.202630987,1
munch,chew,V,9.3,HYPER/HYPONYMS,0.897876026,1
steal,buy,V,1.16,NONE,0.75035969,1
separate,depart,V,4.65,NONE,0.781974865,1
announce,renounce,V,1.49,NONE,0.844363456,1
hit,run,V,0.17,COHYPONYMS,0.955639852,1
talk,whisper,V,5.31,HYPER/HYPONYMS,0.725113702,1
drink,slurp,V,6.94,NONE,0.718862346,1
lay,stand,V,0.66,HYPER/HYPONYMS,1.051286821,1
move,vacate,V,6.14,NONE,0.683497361,1
demand,ask,V,3.32,SYNONYMS,0.130358236,1
instruct,teach,V,8.8,SYNONYMS,0.240551824,1
look,find,V,4.98,NONE,0.541146698,1
return,go,V,2.49,HYPER/HYPONYMS,0.817815923,1
disappoint,fail,V,5.58,HYPER/HYPONYMS,0.249415337,1
bend,lean,V,5.31,HYPER/HYPONYMS,0.826880442,1
listen,understand,V,5.15,NONE,0.503700391,1
leave,disperse,V,5.64,NONE,0.866202192,1
introduce,know,V,2.49,NONE,0.874511567,1
ignore,acknowledge,V,1,ANTONYMS,0.896480918,1
deceive,cheat,V,8.3,COHYPONYMS,0.133707291,1
develop,learn,V,6.64,HYPER/HYPONYMS,0.778135166,1
announce,speak,V,6.64,NONE,0.635206879,1
decorate,fix,V,3.15,COHYPONYMS,0.865734057,1
win,achieve,V,7.8,HYPER/HYPONYMS,0.57268992,1
grow,develop,V,8.13,SYNONYMS,0.519879224,1
push,press,V,6.47,HYPER/HYPONYMS,0.465569557,1
look,evaluate,V,5.15,HYPER/HYPONYMS,0.842937371,1
know,realize,V,6.31,HYPER/HYPONYMS,0.366382332,1
lose,disown,V,1.33,NONE,0.904901883,1
repair,fix,V,9.96,SYNONYMS,0.279002841,1
drink,blend,V,1,NONE,0.874371015,1
fail,discourage,V,2.82,NONE,0.801891928,1
multiply,divide,V,0.5,ANTONYMS,1.087796968,1
punish,prosecute,V,7.64,NONE,0.760715496,1
debate,fight,V,6.64,NONE,0.745851629,1
convince,argue,V,4.15,NONE,0.607832452,1
inform,tell,V,8.63,HYPER/HYPONYMS,0.425928067,1
earn,spend,V,1.16,NONE,0.808049401,1
live,die,V,0.5,NONE,0.834767127,1
disappear,appear,V,0.83,ANTONYMS,1.07783316,1
mix,drink,V,0.83,NONE,0.867197539,1
cry,tear,V,3.32,HYPER/HYPONYMS,0.605525397,1
capture,catch,V,9.3,SYNONYMS,0.14779737,1
control,operate,V,7.8,HYPER/HYPONYMS,0.840743761,1
add,gain,V,6.81,COHYPONYMS,0.831849174,1
diminish,deteriorate,V,7.64,NONE,0.611335632,1
destroy,conquer,V,6.14,NONE,0.692243556,1
read,comprehend,V,5.81,NONE,0.866151599,1
promise,keep,V,3.49,NONE,0.921647745,1
borrow,return,V,0.5,NONE,0.886057703,1
take,steal,V,6.31,HYPER/HYPONYMS,0.766198436,1
disperse,give,V,5.15,NONE,0.866154728,1
seem,be,V,4.81,HYPER/HYPONYMS,0.660448886,1
sneeze,bless,V,0.33,NONE,0.904699354,1
discover,learn,V,6.81,SYNONYMS,0.57726707,1
sink,swim,V,1,ANTONYMS,0.995889425,1
seek,find,V,6.47,NONE,0.359294878,1
chase,run,V,5.64,NONE,0.818547997,1
increase,magnify,V,6.81,HYPER/HYPONYMS,0.354365643,1
dunk,sink,V,4.32,NONE,0.766244346,1
bother,nag,V,7.97,NONE,0.682549855,1
tell,respond,V,3.98,HYPER/HYPONYMS,0.838288009,1
reappear,show,V,4.81,COHYPONYMS,0.963263609,1
agree,please,V,5.48,NONE,0.939332928,1
create,destroy,V,1,NONE,0.854992452,1
learn,understand,V,6.31,NONE,0.572953702,1
explain,clarify,V,8.8,HYPER/HYPONYMS,0.164529469,1
attend,join,V,3.82,NONE,0.541553516,1
unite,tie,V,3.32,NONE,0.58014236,1
collect,accumulate,V,8.47,SYNONYMS,0.516725522,1
cuddle,hug,V,8.47,HYPER/HYPONYMS,0.207761601,1
seize,grasp,V,7.47,NONE,0.29105481,1
enter,participate,V,7.14,SYNONYMS,0.687724561,1
move,transplant,V,6.31,HYPER/HYPONYMS,0.970109058,1
drink,stir,V,1.33,NONE,0.945567995,1
hang,kill,V,4.32,HYPER/HYPONYMS,0.874523712,1
ask,plead,V,4.81,NONE,0.629396925,1
evaluate,determine,V,6.47,NONE,0.380874728,1
decompose,deteriorate,V,7.97,NONE,0.360328209,1
steal,abduct,V,5.64,NONE,0.786283833,1
break,restore,V,0.33,COHYPONYMS,1.014691503,1
obtain,receive,V,8.13,SYNONYMS,0.260182541,1
perceive,deceive,V,0.17,NONE,0.864590595,1
define,explain,V,8.3,NONE,0.55894717,1
hold,capture,V,7.97,HYPER/HYPONYMS,0.677865646,1
detach,tear,V,6.79,NONE,0.87608226,1
preview,watch,V,6.14,HYPER/HYPONYMS,0.847364536,1
lean,trim,V,2.41,NONE,0.803470403,1
stop,yield,V,5.48,NONE,0.974861886,1
chew,swallow,V,2.99,NONE,0.692592667,1
argue,yell,V,5.48,NONE,0.743425661,1
look,analyze,V,5.48,NONE,0.756547159,1
exchange,replace,V,6.14,HYPER/HYPONYMS,0.855147233,1
smash,hit,V,6.47,HYPER/HYPONYMS,0.549046413,1
hold,embrace,V,8.3,HYPER/HYPONYMS,0.871588659,1
grind,dance,V,4.81,HYPER/HYPONYMS,0.915868008,1
split,detach,V,5.31,NONE,0.647207418,1
buy,replace,V,4.32,NONE,0.99968417,1
snore,annoy,V,1.49,NONE,0.632099643,1
break,detach,V,6.14,HYPER/HYPONYMS,0.787632765,1
play,show,V,2.32,NONE,0.825230706,1
punish,hurt,V,4.98,NONE,0.808790629,1
hate,regret,V,1,NONE,0.694726222,1
analyze,criticize,V,5.31,NONE,0.735063646,1
win,succeed,V,8.47,SYNONYMS,0.558047205,1
fly,flutter,V,5.15,NONE,0.74883273,1
walk,wander,V,7.14,NONE,0.694313225,1
glow,shine,V,8.63,SYNONYMS,0.165732218,1
scold,reprimand,V,9.63,SYNONYMS,0.748856424,1
dig,bury,V,3.82,NONE,0.650244456,1
exhale,inhale,V,1,ANTONYMS,0.767458558,1
lay,relax,V,5.98,NONE,0.96779166,1
depart,leave,V,9.66,HYPER/HYPONYMS,0.281679468,1
forget,learn,V,0.5,NONE,0.914169247,1
toss,chuck,V,9.13,SYNONYMS,0.932281248,1
get,bring,V,3.62,SYNONYMS,0.517841254,1
help,please,V,2.49,NONE,0.805833279,1
slide,slither,V,6.47,SYNONYMS,0.714214409,1
refrain,keep,V,2.32,NONE,0.867901437,1
beat,fight,V,5.81,NONE,0.630496606,1
urge,desire,V,6.64,NONE,0.66609882,1
discourage,disappoint,V,3.98,NONE,0.687640528,1
soothe,hurt,V,0.5,NONE,0.981354799,1
fasten,snap,V,5.31,NONE,0.820686121,1
sink,fall,V,4.48,HYPER/HYPONYMS,0.718822663,1
give,award,V,6.31,HYPER/HYPONYMS,0.763510601,1
integrate,mix,V,6.81,HYPER/HYPONYMS,0.671187833,1
kill,crush,V,2.99,NONE,0.829921896,1
accuse,prosecute,V,5.48,NONE,0.554895219,1
spread,gather,V,0.66,ANTONYMS,1.157154357,1
accomplish,overcome,V,5.81,NONE,0.617817044,1
touch,grab,V,4.65,HYPER/HYPONYMS,0.869726441,1
grind,bump,V,3.82,COHYPONYMS,0.765714642,1
shake,stir,V,4.15,SYNONYMS,0.339576899,1
pick,pluck,V,5.98,SYNONYMS,0.793172286,1
return,come,V,3.02,COHYPONYMS,0.900958231,1
lift,push,V,1.99,COHYPONYMS,0.918304091,1
squeeze,play,V,0.66,NONE,0.974870215,1
vanish,disappear,V,9.46,SYNONYMS,0.01705927,1
betray,deceive,V,7.3,HYPER/HYPONYMS,0.31738285,1
persuade,convince,V,8.8,HYPER/HYPONYMS,0.037817418,1
give,exchange,V,3.15,COHYPONYMS,0.97201249,1
scare,shake,V,1.16,HYPER/HYPONYMS,0.699508388,1
flip,turn,V,6.31,HYPER/HYPONYMS,0.659691084,1
snap,crack,V,6.81,SYNONYMS,0.937985177,1
cheat,lose,V,1.16,NONE,0.874881724,1
see,acknowledge,V,5.64,NONE,0.687310773,1
return,retreat,V,6.31,COHYPONYMS,0.66463132,1
cheat,lie,V,5.15,NONE,0.546320884,1
pop,snap,V,4.48,COHYPONYMS,0.971767328,1
fall,catch,V,1,HYPER/HYPONYMS,0.912138221,1
see,glance,V,6.47,NONE,0.358979237,1
excuse,rationalize,V,5.15,SYNONYMS,0.725196316,1
decrease,diminish,V,7.97,SYNONYMS,0.079948808,1
deny,object,V,7.24,NONE,0.714248569,1
freeze,thaw,V,0,NONE,0.647484355,1
conquer,defeat,V,6.81,HYPER/HYPONYMS,0.178441355,1
discuss,debate,V,5.81,NONE,0.297949735,1
know,decide,V,2.99,NONE,0.889247653,1
snooze,nap,V,8.8,HYPER/HYPONYMS,0.640467612,1
believe,doubt,V,1,NONE,0.760968902,1
walk,stand,V,3.15,NONE,0.851738661,1
acknowledge,know,V,3.98,SYNONYMS,0.483354409,1
draw,write,V,4.98,HYPER/HYPONYMS,0.965307986,1
greet,introduce,V,6.49,NONE,0.861558361,1
overwhelm,overcome,V,2.72,SYNONYMS,0.672160779,1
refuse,deny,V,7.8,HYPER/HYPONYMS,0.172494737,1
accuse,frame,V,3.49,NONE,1.042128534,1
croak,die,V,7.97,SYNONYMS,0.821066059,1
wait,call,V,0.66,HYPER/HYPONYMS,0.862171185,1
play,practice,V,2.66,NONE,0.79516283,1
ascend,rise,V,8.96,HYPER/HYPONYMS,0.259366799,1
poise,stand,V,5.64,COHYPONYMS,0.848960868,1
hug,kiss,V,2.49,NONE,0.13666895,1
perceive,hear,V,4.15,HYPER/HYPONYMS,0.64458929,1
rationalize,talk,V,2.99,NONE,0.950485091,1
say,repeat,V,3.65,HYPER/HYPONYMS,0.790439611,1
stop,retain,V,2.32,ANTONYMS,0.853089163,1
run,sweat,V,3.32,NONE,0.93967544,1
flutter,move,V,5.98,HYPER/HYPONYMS,0.816440068,1
engage,start,V,5.81,NONE,0.333649322,1
recommend,advise,V,8.63,HYPER/HYPONYMS,0.334766131,1
delay,start,V,0.33,NONE,1.013762607,1
give,pay,V,4.81,HYPER/HYPONYMS,0.494877752,1
amaze,surprise,V,8.13,HYPER/HYPONYMS,0.179041279,1
glide,soar,V,7.47,HYPER/HYPONYMS,0.812147397,1
melt,boil,V,4.48,NONE,0.752974331,1
spend,buy,V,6.97,NONE,0.713343505,1
dislike,despise,V,8.63,HYPER/HYPONYMS,0.291005633,1
break,fix,V,1.16,ANTONYMS,1.005561689,1
give,demand,V,0.66,ANTONYMS,0.865338658,1
polish,rub,V,5.48,NONE,0.915581359,1
fail,succeed,V,1.49,ANTONYMS,1.010472349,1
conquer,beat,V,8.47,COHYPONYMS,0.275551537,1
smother,cover,V,7.14,HYPER/HYPONYMS,0.977448152,1
die,decay,V,5.98,COHYPONYMS,0.890860187,1
assume,think,V,5.15,COHYPONYMS,0.491806866,1
go,run,V,2.82,HYPER/HYPONYMS,0.777024136,1
walk,run,V,2.99,COHYPONYMS,0.828946077,1
walk,roam,V,5.98,NONE,0.707317887,1
wait,stand,V,2.82,NONE,0.837120145,1
preview,review,V,5.15,NONE,0.837227144,1
judge,accuse,V,4.32,NONE,0.793787503,1
understand,acknowledge,V,5.48,NONE,0.397817641,1
leave,wait,V,0.66,NONE,0.873672004,1
dance,flash,V,0.66,NONE,0.918620724,1
desire,want,V,9.46,SYNONYMS,0.229062433,1
convince,believe,V,5.15,NONE,0.847364097,1
run,move,V,6.31,HYPER/HYPONYMS,0.849477512,1
humiliate,degrade,V,8.63,HYPER/HYPONYMS,0.24971439,1
move,unload,V,4.15,HYPER/HYPONYMS,0.945281215,1
take,abduct,V,7.47,HYPER/HYPONYMS,0.858779254,1
accuse,lie,V,0.66,NONE,0.866911175,1
scramble,mix,V,7.14,COHYPONYMS,0.833198775,1
multiply,reproduce,V,8.13,HYPER/HYPONYMS,0.689937489,1
win,fail,V,0.33,ANTONYMS,1.013705995,1
insult,degrade,V,7.8,NONE,0.564988399,1
excuse,justify,V,5.15,HYPER/HYPONYMS,0.361407106,1
hate,disgust,V,4.98,NONE,0.485655591,1
hit,hurt,V,4.23,HYPER/HYPONYMS,0.620062514,1
succeed,excel,V,7.8,NONE,0.816646956,1
disappear,disintegrate,V,5.43,NONE,0.476084532,1
pay,raise,V,1.66,NONE,0.797736646,1
deny,stop,V,3.82,NONE,0.799155632,1
stand,sit,V,1.33,ANTONYMS,1.047931029,1
worry,think,V,2.57,HYPER/HYPONYMS,0.743605453,1
exist,be,V,8.47,SYNONYMS,0.364403224,1
tire,tread,V,1.99,NONE,0.488949492,1
swim,tread,V,4.65,NONE,0.9309955,1
lay,sit,V,2.99,HYPER/HYPONYMS,1.094782007,1
decompose,die,V,2.82,NONE,0.861431186,1
stay,sit,V,5.15,NONE,0.67457698,1
get,receive,V,7.97,HYPER/HYPONYMS,0.238183511,1
urge,convince,V,5.58,NONE,0.684864669,1
reappear,see,V,3.15,NONE,0.921020504,1
drain,sink,V,3.15,NONE,0.603240865,1
deliver,arrive,V,4.68,NONE,0.728246309,1
think,suppose,V,6.64,HYPER/HYPONYMS,0.202809268,1
discover,find,V,9.13,SYNONYMS,0.219631609,1
lift,raise,V,9.13,SYNONYMS,0.536343946,1
play,enjoy,V,4.98,COHYPONYMS,0.722432741,1
incline,lean,V,5.81,SYNONYMS,0.733321565,1
climb,descend,V,0.33,NONE,1.145152156,1
smear,smudge,V,8.13,SYNONYMS,0.450704986,1
mix,combine,V,8.13,SYNONYMS,0.253341407,1
advise,talk,V,4.81,HYPER/HYPONYMS,0.727440414,1
achieve,fail,V,0.15,NONE,0.972383774,1
obtain,take,V,7.64,HYPER/HYPONYMS,0.689141502,1
assume,predict,V,3.98,NONE,0.728506077,1
punch,slap,V,5.31,NONE,0.497859286,1
attach,combine,V,6.64,NONE,0.774876477,1
walk,tread,V,6.97,HYPER/HYPONYMS,0.763117114,1
learn,educate,V,3.49,HYPER/HYPONYMS,0.528572219,1
pull,grab,V,3.49,NONE,0.757243462,1
ascend,fall,V,0.66,ANTONYMS,1.137860918,1
defend,attack,V,1,ANTONYMS,1.061242127,1
build,restore,V,4.98,NONE,0.857327193,1
forget,remind,V,0.5,NONE,1.009287438,1
correct,disprove,V,2.26,NONE,0.943217937,1
drink,sip,V,7.64,HYPER/HYPONYMS,0.562337324,1
bound,jump,V,5.64,SYNONYMS,0.983187078,1
stare,watch,V,7.64,NONE,0.578832187,1
scramble,run,V,4.65,COHYPONYMS,0.857593342,1
beat,pelt,V,4.81,NONE,0.952703349,1
judge,criticize,V,5.98,NONE,0.818644681,1
save,protect,V,7.97,NONE,0.612288878,1
run,avoid,V,3.98,NONE,0.852501749,1
join,belong,V,5.98,NONE,0.70400098,1
cast,throw,V,4.98,SYNONYMS,0.371332232,1
aid,help,V,9.3,SYNONYMS,0.029488232,1
beware,warn,V,7.14,NONE,0.503225696,1
tie,fasten,V,7.8,HYPER/HYPONYMS,0.180658613,1
play,amuse,V,4.81,NONE,0.760545976,1
tell,renounce,V,1.66,NONE,0.947824852,1
respect,adore,V,4.65,NONE,0.766124665,1
lick,bite,V,1.99,NONE,0.617068826,1
save,collect,V,4.65,NONE,0.888928145,1
announce,inform,V,7.8,HYPER/HYPONYMS,0.582794264,1
bring,forget,V,0.66,NONE,0.941697944,1
drink,pour,V,2.32,NONE,0.925014339,1
steal,kidnap,V,6.14,NONE,0.731903968,1
strip,tease,V,2.99,NONE,0.913264781,1
bother,annoy,V,8.96,SYNONYMS,0.153940096,1
take,unload,V,2.16,HYPER/HYPONYMS,0.906342409,1
alter,rearrange,V,6.31,NONE,0.73550855,1
vanish,disintegrate,V,6.64,NONE,0.440443916,1
stink,smell,V,8.63,HYPER/HYPONYMS,0.189657689,1
yearn,strive,V,5.15,NONE,0.433744411,1
ask,receive,V,0.5,NONE,0.822157887,1
wiggle,dance,V,5.15,NONE,0.79569251,1
carry,deliver,V,3.82,HYPER/HYPONYMS,0.599601728,1
repair,break,V,0.17,ANTONYMS,1.076365928,1
stop,interrupt,V,5.98,HYPER/HYPONYMS,0.347278663,1
move,advance,V,6.81,HYPER/HYPONYMS,0.773360454,1
limp,walk,V,3.82,HYPER/HYPONYMS,0.95722545,1
disgust,offend,V,8.3,HYPER/HYPONYMS,0.691183678,1
smother,kiss,V,2.66,NONE,0.815265445,1
break,escape,V,2.82,HYPER/HYPONYMS,0.74766924,1
keep,stay,V,3.15,HYPER/HYPONYMS,0.314633081,1
keep,take,V,2.66,HYPER/HYPONYMS,0.625871849,1
admire,respect,V,7.14,HYPER/HYPONYMS,0.721698959,1
slip,fall,V,6.94,NONE,0.351888015,1
release,press,V,0.83,NONE,0.754206076,1
participate,join,V,5.64,NONE,0.392875823,1
know,perceive,V,4.98,NONE,0.673126915,1
look,glare,V,5.15,HYPER/HYPONYMS,0.642939271,1
rebel,yell,V,1.81,NONE,0.880898122,1
wiggle,tickle,V,2.32,NONE,0.789737045,1
refuse,agree,V,0.66,NONE,1.040909891,1
spring,fall,V,1,NONE,0.87138675,1
save,accumulate,V,6.94,NONE,0.984957196,1
count,add,V,7.09,HYPER/HYPONYMS,0.89222031,1
hurt,betray,V,3.82,NONE,0.771423147,1
gain,obtain,V,7.64,HYPER/HYPONYMS,0.175514936,1
produce,make,V,8.9,HYPER/HYPONYMS,0.29363186,1
decline,advance,V,1.33,NONE,0.977861736,1
yield,wait,V,5.64,NONE,0.905276737,1
accumulate,grow,V,7.14,COHYPONYMS,0.89134882,1
give,take,V,1.49,ANTONYMS,1.027839632,1
deny,regret,V,1,NONE,0.87580686,1
watch,observe,V,9.46,HYPER/HYPONYMS,0.305302727,1
gain,achieve,V,5.15,NONE,0.421296425,1
hurt,slap,V,4.65,NONE,0.815332173,1
dismiss,release,V,5.81,NONE,0.762261262,1
perceive,see,V,7.97,HYPER/HYPONYMS,0.708835549,1
assault,kill,V,5.81,NONE,0.79852342,1
follow,search,V,2.49,NONE,0.78895676,1
see,preview,V,7.97,HYPER/HYPONYMS,0.812848286,1
reply,speak,V,5.48,NONE,0.721960678,1
suggest,talk,V,2.82,NONE,0.730438914,1
hate,glare,V,4.15,NONE,0.895206829,1
finish,graduate,V,5.31,NONE,0.858911119,1
stay,leave,V,0.17,ANTONYMS,0.956377756,1
calculate,compute,V,6.64,SYNONYMS,0.135570531,1
break,sprain,V,4.48,NONE,0.495243593,1
start,stop,V,0.33,ANTONYMS,1.0488637,1
broil,fry,V,3.32,NONE,0.650297296,1
cry,disappoint,V,1.16,NONE,0.887534141,1
fly,flap,V,4.32,NONE,0.897002908,1
elect,win,V,4.15,NONE,0.865182378,1
disappear,reappear,V,0.66,NONE,0.547142343,1
leave,avoid,V,3.65,NONE,0.849561606,1
preview,sneak,V,3.32,NONE,0.879278641,1
hunt,find,V,6.97,NONE,0.730171963,1
carry,haul,V,8.3,HYPER/HYPONYMS,0.715154776,1
aim,strive,V,7.8,NONE,0.341620856,1
crave,desire,V,8.63,HYPER/HYPONYMS,0.517305633,1
assault,fight,V,7.24,NONE,0.682157094,1
talk,sing,V,2.99,HYPER/HYPONYMS,0.839018759,1
demolish,smash,V,8.47,SYNONYMS,0.542816229,1
say,do,V,1.33,NONE,0.769522788,1
forbid,permit,V,0.66,ANTONYMS,1.101564078,1
stab,kill,V,4.81,NONE,0.612354819,1
refuse,decline,V,9.13,SYNONYMS,0.684633334,1
disown,leave,V,6.04,ANTONYMS,0.805160868,1
usurp,take,V,4.65,HYPER/HYPONYMS,0.887784674,1
know,comprehend,V,7.64,NONE,0.312494232,1
sing,dance,V,1.99,NONE,0.663801568,1
fight,defend,V,6.47,HYPER/HYPONYMS,0.788642368,1
deal,barter,V,7.3,NONE,0.753298077,1
repress,hold,V,5.81,HYPER/HYPONYMS,0.907084103,1
cough,swallow,V,1.99,NONE,0.874442808,1
scare,scream,V,2.49,NONE,0.752979739,1
give,deny,V,1.33,NONE,0.967300987,1
stop,ban,V,6.34,NONE,0.763662755,1
stop,refrain,V,6.47,NONE,0.564196399,1
acquire,ask,V,1.16,NONE,0.945643882,1
originate,discover,V,3.49,NONE,0.746636103,1
holler,scream,V,7.8,SYNONYMS,0.088980483,1
fight,argue,V,7.14,NONE,0.711892308,1
dump,throw,V,4.15,NONE,0.508355873,1
connect,attach,V,7.64,HYPER/HYPONYMS,0.24199581,1
rub,pat,V,5.31,NONE,0.927868914,1
hurt,stab,V,5.28,HYPER/HYPONYMS,0.76740811,1
allow,admit,V,7.64,HYPER/HYPONYMS,0.369866784,1
know,define,V,4.15,NONE,0.900104405,1
choke,kill,V,5.64,NONE,0.799179686,1
wreck,smash,V,8.3,NONE,0.605635566,1
correct,prove,V,3.98,NONE,0.860719021,1
take,get,V,4.81,HYPER/HYPONYMS,0.59297973,1
earn,make,V,5.98,SYNONYMS,0.590758242,1
bring,take,V,2.11,SYNONYMS,0.33435186,1
snuggle,cuddle,V,8.47,SYNONYMS,0.000148327,1
release,pardon,V,6.31,NONE,0.895299301,1
fill,pour,V,6.14,NONE,0.973330936,1
select,pick,V,9.63,HYPER/HYPONYMS,0.09485995,1
select,choose,V,9.13,SYNONYMS,0.010735376,1
hunt,shoot,V,7.14,NONE,0.812899517,1
enjoy,hate,V,0.17,ANTONYMS,0.994164813,1
stand,kneel,V,0.66,COHYPONYMS,0.922845393,1
judge,decide,V,6.81,HYPER/HYPONYMS,0.607470392,1
use,abuse,V,2.99,HYPER/HYPONYMS,0.723691789,1
kiss,embrace,V,6.31,NONE,0.341479714,1
beat,assault,V,7.8,NONE,0.532402671,1
bury,die,V,3.32,NONE,0.713673452,1
overpower,struggle,V,1.99,NONE,0.664033507,1
ban,forbid,V,9.13,HYPER/HYPONYMS,0.01456804,1
forget,know,V,1.16,NONE,0.998026719,1
pinch,bite,V,2.49,COHYPONYMS,0.838270747,1
stretch,reach,V,6.31,COHYPONYMS,0.925938888,1
conquer,divide,V,1,NONE,0.938011689,1
hear,listen,V,6.64,SYNONYMS,0.115958875,1
drag,haul,V,8.45,COHYPONYMS,0.697884411,1
spill,drink,V,1.49,NONE,0.899569972,1
ignore,neglect,V,8.96,SYNONYMS,0.2446228,1
avoid,neglect,V,5.31,NONE,0.75797049,1
wrap,foil,V,2.99,COHYPONYMS,0.910357721,1
need,want,V,1.99,SYNONYMS,0.702966005,1
give,keep,V,0.83,HYPER/HYPONYMS,1.013113176,1
imitate,mimic,V,9.63,HYPER/HYPONYMS,0.01250907,1
prove,convince,V,5.48,NONE,0.711865104,1
keep,reserve,V,6.81,HYPER/HYPONYMS,0.780880141,1
carry,lift,V,7.3,HYPER/HYPONYMS,0.868327803,1
decrease,descend,V,5.81,NONE,0.868077859,1
write,compose,V,6.81,SYNONYMS,0.684461635,1
show,see,V,5.15,NONE,0.71770154,1
relax,sit,V,4.48,NONE,0.821869902,1
create,design,V,8.13,HYPER/HYPONYMS,0.57275088,1
build,create,V,6.64,HYPER/HYPONYMS,0.27151671,1
tear,sob,V,5.31,COHYPONYMS,0.659284637,1
hurt,criticize,V,3.65,NONE,0.764570587,1
play,participate,V,4.81,COHYPONYMS,0.720193257,1
kill,smash,V,5.48,COHYPONYMS,0.840324665,1
do,accomplish,V,6.97,HYPER/HYPONYMS,0.539897541,1
shake,wag,V,5.81,HYPER/HYPONYMS,0.385528724,1
spill,splash,V,4.48,NONE,0.640827459,1
gather,meet,V,7.47,SYNONYMS,0.572204128,1
hold,cuddle,V,6.47,HYPER/HYPONYMS,0.926391418,1
decrease,reduce,V,9.63,HYPER/HYPONYMS,0.075356362,1
instruct,direct,V,6.47,HYPER/HYPONYMS,0.701903088,1
advise,tell,V,8.13,HYPER/HYPONYMS,0.569160551,1
divide,add,V,0,COHYPONYMS,0.945907506,1
shine,glare,V,3.65,HYPER/HYPONYMS,0.306414542,1
glide,float,V,5.48,COHYPONYMS,0.682013228,1
rebel,fight,V,6.47,NONE,0.767406195,1
sit,jump,V,1.33,NONE,1.008886914,1
evaluate,think,V,7.97,HYPER/HYPONYMS,0.791690598,1
move,crawl,V,3.65,HYPER/HYPONYMS,0.812398075,1
comfort,help,V,6.14,NONE,0.698906301,1
weep,cry,V,9.3,SYNONYMS,0.101460632,1
recommend,help,V,4.98,NONE,0.794688239,1
speak,whisper,V,5.15,HYPER/HYPONYMS,0.791974372,1
glow,burn,V,4.32,SYNONYMS,0.702634386,1
annihilate,destroy,V,8.8,NONE,0.182307014,1
erupt,blow,V,5.64,NONE,0.490165922,1
say,ask,V,4.15,HYPER/HYPONYMS,0.717499996,1
ask,want,V,3.15,COHYPONYMS,0.686161011,1
touch,rub,V,5.64,HYPER/HYPONYMS,0.838659293,1
attract,like,V,3.32,NONE,0.844143953,1
excuse,pardon,V,9.63,SYNONYMS,0.39049589,1
attend,participate,V,4.15,NONE,0.330111161,1
disintegrate,deteriorate,V,6.34,NONE,0.483196605,1
hug,embrace,V,8.63,SYNONYMS,0.228935403,1
look,listen,V,1.16,NONE,0.266399442,1
capture,seize,V,8.3,HYPER/HYPONYMS,0.25040444,1
complain,argue,V,5.31,NONE,0.529420992,1
hang,hold,V,3.82,HYPER/HYPONYMS,0.839099107,1
inquire,ask,V,8.47,SYNONYMS,0.459567491,1
acknowledge,show,V,2.82,NONE,0.906806631,1
pinch,hurt,V,5.64,NONE,0.964098691,1
pause,wait,V,8.8,HYPER/HYPONYMS,0.740288129,1
know,predict,V,3.49,NONE,0.866971754,1
defeat,overcome,V,6.81,SYNONYMS,0.277654139,1
shake,wiggle,V,6.31,HYPER/HYPONYMS,0.430687513,1
take,borrow,V,5.81,HYPER/HYPONYMS,0.797503986,1
trail,lead,V,2.32,NONE,0.702831522,1
hear,speak,V,1,NONE,0.614848713,1
use,borrow,V,3.65,NONE,0.830882677,1
vary,change,V,8.63,SYNONYMS,0.283645978,1
analyze,evaluate,V,8.13,NONE,0.539395081,1
run,roam,V,4.15,NONE,0.912802492,1
reach,get,V,6.81,HYPER/HYPONYMS,0.27227997,1
lose,keep,V,0,ANTONYMS,1.035541149,1
argue,demand,V,3.82,NONE,0.611281807,1
crunch,smash,V,6.81,NONE,0.810807885,1
stir,mix,V,8.3,NONE,0.436613257,1
reach,grasp,V,4.15,NONE,0.672721171,1
reject,take,V,0.33,ANTONYMS,0.963254827,1
prefer,choose,V,5.64,SYNONYMS,0.534922103,1
push,tug,V,0.66,SYNONYMS,0.932216906,1
hit,kick,V,4.65,HYPER/HYPONYMS,0.659105813,1
smear,spread,V,7.97,NONE,0.802562951,1
crash,demolish,V,5.15,NONE,0.746123261,1
gain,succeed,V,4.15,NONE,0.57986643,1
burn,cook,V,2.66,COHYPONYMS,0.836543493,1
strive,excel,V,5.15,NONE,0.898371535,1
destroy,perish,V,3.98,NONE,0.706204234,1
remain,leave,V,0.5,NONE,0.850187834,1
tear,sew,V,0.5,NONE,0.81801696,1
engage,begin,V,6.14,NONE,0.234939154,1
descend,come,V,2.82,SYNONYMS,0.908769719,1
neglect,forget,V,4.32,HYPER/HYPONYMS,0.223904791,1
believe,understand,V,3.98,HYPER/HYPONYMS,0.516417376,1
stay,retain,V,4.65,NONE,0.414095932,1
become,succeed,V,3.98,NONE,0.759728852,1
understand,realize,V,7.97,SYNONYMS,0.32306053,1
