word1,word2,pos,sv_score,relation,cf_score
look,seek,V,8.13,NONE,0.5870891562733846
put,lay,V,4.98,SYNONYMS,0.6453511939389043
think,analyze,V,7.97,NONE,0.7644144455733038
giggle,laugh,V,9.3,HYPER/HYPONYMS,0.21334782398753138
comfort,snuggle,V,6.97,NONE,0.6894834354962379
hate,kill,V,1.33,NONE,0.8455431471755717
despise,like,V,1.33,NONE,0.812909755070244
grant,assume,V,1.99,NONE,0.8677710458223599
deny,accuse,V,1.66,NONE,0.8613713302361761
admire,like,V,8.8,NONE,0.6569650813316092
rely,need,V,3.82,NONE,0.7835148442800322
die,disintegrate,V,3.15,NONE,0.8414923808996578
squeeze,hug,V,6.64,SYNONYMS,0.7888759332055613
speak,remark,V,6.64,NONE,0.6581385274321749
climb,ascend,V,8.3,COHYPONYMS,0.153163371708136
seem,look,V,3.98,SYNONYMS,0.3634686994972921
live,survive,V,6.81,SYNONYMS,0.31331984969608606
exchange,barter,V,7.64,HYPER/HYPONYMS,0.3327034131531269
go,wait,V,0.3,COHYPONYMS,0.8221908916874483
fold,bend,V,8.13,NONE,0.2134282535141837
let,give,V,4.81,HYPER/HYPONYMS,0.4054540013461315
waste,want,V,0.33,NONE,0.8482286832085025
increase,decline,V,0.5,NONE,1.0012030207120786
look,perceive,V,4.98,NONE,0.7126019584486891
pause,break,V,6.64,HYPER/HYPONYMS,0.31102699640019005
drift,sway,V,5.43,NONE,0.6473387480309589
develop,build,V,7.47,HYPER/HYPONYMS,0.441564146199544
request,ask,V,8.3,HYPER/HYPONYMS,0.08040477407571378
roam,wander,V,9.13,SYNONYMS,0.11555646536602016
fail,cheat,V,1.33,NONE,0.5998794697154275
sing,rejoice,V,3.15,NONE,0.7723255520413457
accumulate,gather,V,8.96,SYNONYMS,0.6334958239807333
succeed,attempt,V,2.16,NONE,0.7144312694655138
save,spare,V,5.98,SYNONYMS,0.3810074749611986
prohibit,forbid,V,9.46,SYNONYMS,0.013119487849159617
wander,drift,V,8.13,SYNONYMS,0.6698895150483626
grab,grasp,V,7.47,NONE,0.47936096789630145
attack,hurt,V,6.31,NONE,0.7703245994156285
forgive,forget,V,1.0,NONE,0.7639743809340824
obey,listen,V,5.81,HYPER/HYPONYMS,0.6865330092325793
like,dislike,V,0.17,ANTONYMS,1.0798425201901485
bounce,jump,V,6.81,HYPER/HYPONYMS,0.2852638984541419
throw,toss,V,8.6,HYPER/HYPONYMS,0.10216073150992322
argue,disprove,V,6.47,NONE,0.5111065740963787
defrost,cook,V,1.66,NONE,0.7785424813461713
seek,hide,V,0.17,NONE,0.8325991401135613
wreck,destroy,V,9.13,HYPER/HYPONYMS,0.23925001438734672
buzz,fly,V,3.65,HYPER/HYPONYMS,0.7960116928678422
stop,move,V,0.0,NONE,1.0298413213150612
debate,argue,V,7.97,SYNONYMS,0.671018340381279
break,split,V,7.47,HYPER/HYPONYMS,0.7035109945098543
lose,stray,V,2.82,NONE,0.8382948611699381
draw,design,V,5.81,COHYPONYMS,0.7912532927583711
worry,concern,V,7.8,SYNONYMS,0.21736756033231674
update,inform,V,6.14,HYPER/HYPONYMS,0.7692132827929834
remark,reply,V,6.64,NONE,0.6776459094390587
move,flow,V,6.64,HYPER/HYPONYMS,0.7110182168290802
jump,run,V,0.83,COHYPONYMS,0.9029259319884627
return,reappear,V,6.64,HYPER/HYPONYMS,0.7949178068933915
wait,hold,V,5.15,HYPER/HYPONYMS,0.6728033232755053
lower,lift,V,1.49,ANTONYMS,1.0316863275704828
breathe,live,V,2.16,HYPER/HYPONYMS,0.8452586071772998
hate,dislike,V,6.47,HYPER/HYPONYMS,0.20263098686136483
munch,chew,V,9.3,HYPER/HYPONYMS,0.8978760259350981
steal,buy,V,1.16,NONE,0.7503596899774742
separate,depart,V,4.65,NONE,0.781974864615095
announce,renounce,V,1.49,NONE,0.844363456370415
hit,run,V,0.17,COHYPONYMS,0.9556398521025269
talk,whisper,V,5.31,HYPER/HYPONYMS,0.7251137022366387
drink,slurp,V,6.94,NONE,0.7188623463593871
lay,stand,V,0.66,HYPER/HYPONYMS,1.0512868207456543
move,vacate,V,6.14,NONE,0.6834973608446264
demand,ask,V,3.32,SYNONYMS,0.130358235733387
instruct,teach,V,8.8,SYNONYMS,0.24055182422926902
look,find,V,4.98,NONE,0.5411466976407544
return,go,V,2.49,HYPER/HYPONYMS,0.8178159231324905
disappoint,fail,V,5.58,HYPER/HYPONYMS,0.249415336616447
bend,lean,V,5.31,HYPER/HYPONYMS,0.8268804422950878
listen,understand,V,5.15,NONE,0.5037003914168161
leave,disperse,V,5.64,NONE,0.8662021916752394
introduce,know,V,2.49,NONE,0.8745115667599193
ignore,acknowledge,V,1.0,ANTONYMS,0.8964809175318249
deceive,cheat,V,8.3,COHYPONYMS,0.1337072906531731
develop,learn,V,6.64,HYPER/HYPONYMS,0.7781351655465948
announce,speak,V,6.64,NONE,0.635206878579035
decorate,fix,V,3.15,COHYPONYMS,0.8657340566305908
win,achieve,V,7.8,HYPER/HYPONYMS,0.572689920050164
grow,develop,V,8.13,SYNONYMS,0.5198792244267203
push,press,V,6.47,HYPER/HYPONYMS,0.4655695574119961
look,evaluate,V,5.15,HYPER/HYPONYMS,0.8429373710172074
know,realize,V,6.31,HYPER/HYPONYMS,0.36638233157238764
lose,disown,V,1.33,NONE,0.9049018829714981
repair,fix,V,9.96,SYNONYMS,0.27900284053415414
drink,blend,V,1.0,NONE,0.8743710145110177
fail,discourage,V,2.82,NONE,0.801891928371889
multiply,divide,V,0.5,ANTONYMS,1.0877969681291464
punish,prosecute,V,7.64,NONE,0.7607154962899948
debate,fight,V,6.64,NONE,0.745851629107505
convince,argue,V,4.15,NONE,0.6078324521078352
inform,tell,V,8.63,HYPER/HYPONYMS,0.42592806674214045
earn,spend,V,1.16,NONE,0.8080494007275596
live,die,V,0.5,NONE,0.8347671268307887
disappear,appear,V,0.83,ANTONYMS,1.0778331604147973
mix,drink,V,0.83,NONE,0.8671975392595529
cry,tear,V,3.32,HYPER/HYPONYMS,0.6055253965478445
capture,catch,V,9.3,SYNONYMS,0.14779736963469137
control,operate,V,7.8,HYPER/HYPONYMS,0.8407437609240253
add,gain,V,6.81,COHYPONYMS,0.8318491744177777
diminish,deteriorate,V,7.64,NONE,0.6113356323595862
destroy,conquer,V,6.14,NONE,0.6922435564774663
read,comprehend,V,5.81,NONE,0.8661515990173906
promise,keep,V,3.49,NONE,0.9216477450847258
borrow,return,V,0.5,NONE,0.8860577028281079
take,steal,V,6.31,HYPER/HYPONYMS,0.7661984363040811
disperse,give,V,5.15,NONE,0.8661547281629713
seem,be,V,4.81,HYPER/HYPONYMS,0.6604488856643993
sneeze,bless,V,0.33,NONE,0.9046993539776947
discover,learn,V,6.81,SYNONYMS,0.5772670698009985
sink,swim,V,1.0,ANTONYMS,0.9958894254624668
seek,find,V,6.47,NONE,0.35929487811282124
chase,run,V,5.64,NONE,0.8185479970352993
increase,magnify,V,6.81,HYPER/HYPONYMS,0.35436564252698266
dunk,sink,V,4.32,NONE,0.7662443459959383
bother,nag,V,7.97,NONE,0.6825498547940797
tell,respond,V,3.98,HYPER/HYPONYMS,0.8382880091313502
reappear,show,V,4.81,COHYPONYMS,0.9632636088907603
agree,please,V,5.48,NONE,0.9393329276525587
create,destroy,V,1.0,NONE,0.8549924522283971
learn,understand,V,6.31,NONE,0.5729537023711939
explain,clarify,V,8.8,HYPER/HYPONYMS,0.16452946874434504
attend,join,V,3.82,NONE,0.5415535161960836
unite,tie,V,3.32,NONE,0.5801423598606928
collect,accumulate,V,8.47,SYNONYMS,0.5167255223559499
cuddle,hug,V,8.47,HYPER/HYPONYMS,0.20776160126774246
seize,grasp,V,7.47,NONE,0.291054810271941
enter,participate,V,7.14,SYNONYMS,0.6877245610114324
move,transplant,V,6.31,HYPER/HYPONYMS,0.9701090582273244
drink,stir,V,1.33,NONE,0.9455679948529475
hang,kill,V,4.32,HYPER/HYPONYMS,0.874523712373563
ask,plead,V,4.81,NONE,0.6293969252065499
evaluate,determine,V,6.47,NONE,0.38087472806643874
decompose,deteriorate,V,7.97,NONE,0.3603282094107839
steal,abduct,V,5.64,NONE,0.7862838330692615
break,restore,V,0.33,COHYPONYMS,1.0146915034436437
obtain,receive,V,8.13,SYNONYMS,0.26018254124861506
perceive,deceive,V,0.17,NONE,0.864590595043325
define,explain,V,8.3,NONE,0.5589471703627285
hold,capture,V,7.97,HYPER/HYPONYMS,0.6778656459497829
detach,tear,V,6.79,NONE,0.8760822598771901
preview,watch,V,6.14,HYPER/HYPONYMS,0.84736453584888
lean,trim,V,2.41,NONE,0.8034704032701718
stop,yield,V,5.48,NONE,0.9748618857314988
chew,swallow,V,2.99,NONE,0.692592666834161
argue,yell,V,5.48,NONE,0.7434256609353591
look,analyze,V,5.48,NONE,0.7565471592699146
exchange,replace,V,6.14,HYPER/HYPONYMS,0.8551472331661132
smash,hit,V,6.47,HYPER/HYPONYMS,0.5490464133400572
hold,embrace,V,8.3,HYPER/HYPONYMS,0.8715886590332684
grind,dance,V,4.81,HYPER/HYPONYMS,0.9158680083742763
split,detach,V,5.31,NONE,0.6472074177604782
buy,replace,V,4.32,NONE,0.9996841701800097
snore,annoy,V,1.49,NONE,0.6320996433516655
break,detach,V,6.14,HYPER/HYPONYMS,0.7876327646292137
play,show,V,2.32,NONE,0.8252307062811189
punish,hurt,V,4.98,NONE,0.8087906287047152
hate,regret,V,1.0,NONE,0.6947262217158774
analyze,criticize,V,5.31,NONE,0.7350636455291151
win,succeed,V,8.47,SYNONYMS,0.5580472046427062
fly,flutter,V,5.15,NONE,0.7488327301965327
walk,wander,V,7.14,NONE,0.6943132254815878
glow,shine,V,8.63,SYNONYMS,0.16573221831165508
scold,reprimand,V,9.63,SYNONYMS,0.7488564236323649
dig,bury,V,3.82,NONE,0.6502444563974157
exhale,inhale,V,1.0,ANTONYMS,0.7674585579367428
lay,relax,V,5.98,NONE,0.9677916602385707
depart,leave,V,9.66,HYPER/HYPONYMS,0.2816794681532393
forget,learn,V,0.5,NONE,0.9141692472464317
toss,chuck,V,9.13,SYNONYMS,0.9322812480252459
get,bring,V,3.62,SYNONYMS,0.517841253509079
help,please,V,2.49,NONE,0.8058332785473052
slide,slither,V,6.47,SYNONYMS,0.7142144086822277
refrain,keep,V,2.32,NONE,0.8679014369260409
beat,fight,V,5.81,NONE,0.6304966060382193
urge,desire,V,6.64,NONE,0.6660988196188451
discourage,disappoint,V,3.98,NONE,0.6876405283098298
soothe,hurt,V,0.5,NONE,0.9813547986199199
fasten,snap,V,5.31,NONE,0.8206861210734725
sink,fall,V,4.48,HYPER/HYPONYMS,0.7188226631464774
give,award,V,6.31,HYPER/HYPONYMS,0.7635106013827413
integrate,mix,V,6.81,HYPER/HYPONYMS,0.6711878328738105
kill,crush,V,2.99,NONE,0.8299218959888497
accuse,prosecute,V,5.48,NONE,0.5548952190349834
spread,gather,V,0.66,ANTONYMS,1.1571543565307703
accomplish,overcome,V,5.81,NONE,0.6178170439801738
touch,grab,V,4.65,HYPER/HYPONYMS,0.8697264407266451
grind,bump,V,3.82,COHYPONYMS,0.7657146423415475
shake,stir,V,4.15,SYNONYMS,0.33957689881675246
pick,pluck,V,5.98,SYNONYMS,0.7931722863177516
return,come,V,3.02,COHYPONYMS,0.9009582311248336
lift,push,V,1.99,COHYPONYMS,0.9183040909895347
squeeze,play,V,0.66,NONE,0.9748702154028572
vanish,disappear,V,9.46,SYNONYMS,0.017059269981465786
betray,deceive,V,7.3,HYPER/HYPONYMS,0.31738285045173253
persuade,convince,V,8.8,HYPER/HYPONYMS,0.03781741786354087
give,exchange,V,3.15,COHYPONYMS,0.9720124904919712
scare,shake,V,1.16,HYPER/HYPONYMS,0.6995083876881238
flip,turn,V,6.31,HYPER/HYPONYMS,0.659691084210799
snap,crack,V,6.81,SYNONYMS,0.93798517665256
cheat,lose,V,1.16,NONE,0.8748817243012388
see,acknowledge,V,5.64,NONE,0.6873107731855175
return,retreat,V,6.31,COHYPONYMS,0.6646313204544716
cheat,lie,V,5.15,NONE,0.546320883838594
pop,snap,V,4.48,COHYPONYMS,0.9717673277547149
fall,catch,V,1.0,HYPER/HYPONYMS,0.912138221150873
see,glance,V,6.47,NONE,0.3589792374796158
excuse,rationalize,V,5.15,SYNONYMS,0.7251963155467834
decrease,diminish,V,7.97,SYNONYMS,0.07994880798769843
deny,object,V,7.24,NONE,0.7142485687999198
freeze,thaw,V,0.0,NONE,0.6474843547819342
conquer,defeat,V,6.81,HYPER/HYPONYMS,0.17844135509531267
discuss,debate,V,5.81,NONE,0.29794973466622177
know,decide,V,2.99,NONE,0.8892476526455807
snooze,nap,V,8.8,HYPER/HYPONYMS,0.6404676117068084
believe,doubt,V,1.0,NONE,0.7609689016125366
walk,stand,V,3.15,NONE,0.8517386606098118
acknowledge,know,V,3.98,SYNONYMS,0.48335440873878355
draw,write,V,4.98,HYPER/HYPONYMS,0.9653079855294033
greet,introduce,V,6.49,NONE,0.861558361381908
overwhelm,overcome,V,2.72,SYNONYMS,0.6721607787909489
refuse,deny,V,7.8,HYPER/HYPONYMS,0.17249473724971454
accuse,frame,V,3.49,NONE,1.0421285336230826
croak,die,V,7.97,SYNONYMS,0.8210660592377287
wait,call,V,0.66,HYPER/HYPONYMS,0.8621711852343177
play,practice,V,2.66,NONE,0.7951628296283559
ascend,rise,V,8.96,HYPER/HYPONYMS,0.2593667987124548
poise,stand,V,5.64,COHYPONYMS,0.8489608683815042
hug,kiss,V,2.49,NONE,0.13666895024793713
perceive,hear,V,4.15,HYPER/HYPONYMS,0.6445892896944198
rationalize,talk,V,2.99,NONE,0.9504850908967467
say,repeat,V,3.65,HYPER/HYPONYMS,0.7904396108634735
stop,retain,V,2.32,ANTONYMS,0.8530891634784951
run,sweat,V,3.32,NONE,0.9396754400998464
flutter,move,V,5.98,HYPER/HYPONYMS,0.8164400675909689
engage,start,V,5.81,NONE,0.33364932245858825
recommend,advise,V,8.63,HYPER/HYPONYMS,0.33476613082400675
delay,start,V,0.33,NONE,1.0137626074072752
give,pay,V,4.81,HYPER/HYPONYMS,0.49487775168205195
amaze,surprise,V,8.13,HYPER/HYPONYMS,0.17904127890984556
glide,soar,V,7.47,HYPER/HYPONYMS,0.8121473965911528
melt,boil,V,4.48,NONE,0.7529743312351846
spend,buy,V,6.97,NONE,0.7133435051936721
dislike,despise,V,8.63,HYPER/HYPONYMS,0.2910056328131113
break,fix,V,1.16,ANTONYMS,1.0055616890477725
give,demand,V,0.66,ANTONYMS,0.8653386578439626
polish,rub,V,5.48,NONE,0.9155813590814157
fail,succeed,V,1.49,ANTONYMS,1.0104723492750436
conquer,beat,V,8.47,COHYPONYMS,0.2755515370940679
smother,cover,V,7.14,HYPER/HYPONYMS,0.9774481522200285
die,decay,V,5.98,COHYPONYMS,0.8908601867608362
assume,think,V,5.15,COHYPONYMS,0.49180686603161294
go,run,V,2.82,HYPER/HYPONYMS,0.7770241357913101
walk,run,V,2.99,COHYPONYMS,0.8289460768467141
walk,roam,V,5.98,NONE,0.7073178873438088
wait,stand,V,2.82,NONE,0.8371201445842048
preview,review,V,5.15,NONE,0.837227144325285
judge,accuse,V,4.32,NONE,0.7937875031604281
understand,acknowledge,V,5.48,NONE,0.39781764076853054
leave,wait,V,0.66,NONE,0.8736720041492858
dance,flash,V,0.66,NONE,0.9186207236811692
desire,want,V,9.46,SYNONYMS,0.22906243340606436
convince,believe,V,5.15,NONE,0.8473640969201444
run,move,V,6.31,HYPER/HYPONYMS,0.849477512440583
humiliate,degrade,V,8.63,HYPER/HYPONYMS,0.2497143897235896
move,unload,V,4.15,HYPER/HYPONYMS,0.9452812146448045
take,abduct,V,7.47,HYPER/HYPONYMS,0.8587792541568628
accuse,lie,V,0.66,NONE,0.8669111752576554
scramble,mix,V,7.14,COHYPONYMS,0.8331987746456746
multiply,reproduce,V,8.13,HYPER/HYPONYMS,0.689937489304088
win,fail,V,0.33,ANTONYMS,1.013705995394284
insult,degrade,V,7.8,NONE,0.5649883992608622
excuse,justify,V,5.15,HYPER/HYPONYMS,0.3614071055810547
hate,disgust,V,4.98,NONE,0.48565559115247625
hit,hurt,V,4.23,HYPER/HYPONYMS,0.620062514454003
succeed,excel,V,7.8,NONE,0.8166469560542422
disappear,disintegrate,V,5.43,NONE,0.4760845322681746
pay,raise,V,1.66,NONE,0.7977366464182736
deny,stop,V,3.82,NONE,0.7991556316131431
stand,sit,V,1.33,ANTONYMS,1.0479310294977142
worry,think,V,2.57,HYPER/HYPONYMS,0.7436054529059375
exist,be,V,8.47,SYNONYMS,0.3644032236678081
tire,tread,V,1.99,NONE,0.4889494919044123
swim,tread,V,4.65,NONE,0.9309954998491338
lay,sit,V,2.99,HYPER/HYPONYMS,1.0947820073356946
decompose,die,V,2.82,NONE,0.8614311858898427
stay,sit,V,5.15,NONE,0.6745769800589504
get,receive,V,7.97,HYPER/HYPONYMS,0.23818351101245283
urge,convince,V,5.58,NONE,0.6848646693349114
reappear,see,V,3.15,NONE,0.9210205040090003
drain,sink,V,3.15,NONE,0.603240864725372
deliver,arrive,V,4.68,NONE,0.7282463085212931
think,suppose,V,6.64,HYPER/HYPONYMS,0.20280926844038272
discover,find,V,9.13,SYNONYMS,0.21963160853677088
lift,raise,V,9.13,SYNONYMS,0.5363439460253185
play,enjoy,V,4.98,COHYPONYMS,0.7224327408511638
incline,lean,V,5.81,SYNONYMS,0.7333215653185515
climb,descend,V,0.33,NONE,1.1451521560906746
smear,smudge,V,8.13,SYNONYMS,0.45070498606732134
mix,combine,V,8.13,SYNONYMS,0.2533414070122064
advise,talk,V,4.81,HYPER/HYPONYMS,0.7274404141239358
achieve,fail,V,0.15,NONE,0.9723837743293233
obtain,take,V,7.64,HYPER/HYPONYMS,0.6891415015361924
assume,predict,V,3.98,NONE,0.7285060770948455
punch,slap,V,5.31,NONE,0.4978592860987726
attach,combine,V,6.64,NONE,0.7748764766131802
walk,tread,V,6.97,HYPER/HYPONYMS,0.7631171141761408
learn,educate,V,3.49,HYPER/HYPONYMS,0.5285722191223752
pull,grab,V,3.49,NONE,0.7572434622943791
ascend,fall,V,0.66,ANTONYMS,1.137860918150441
defend,attack,V,1.0,ANTONYMS,1.0612421273266515
build,restore,V,4.98,NONE,0.8573271928319577
forget,remind,V,0.5,NONE,1.0092874380209542
correct,disprove,V,2.26,NONE,0.9432179367868238
drink,sip,V,7.64,HYPER/HYPONYMS,0.5623373238146396
bound,jump,V,5.64,SYNONYMS,0.9831870776997725
stare,watch,V,7.64,NONE,0.5788321874077236
scramble,run,V,4.65,COHYPONYMS,0.8575933420229277
beat,pelt,V,4.81,NONE,0.9527033492010579
judge,criticize,V,5.98,NONE,0.8186446806906392
save,protect,V,7.97,NONE,0.6122888778055124
run,avoid,V,3.98,NONE,0.8525017486496329
join,belong,V,5.98,NONE,0.7040009799081055
cast,throw,V,4.98,SYNONYMS,0.37133223182840924
aid,help,V,9.3,SYNONYMS,0.029488232327123942
beware,warn,V,7.14,NONE,0.503225695811167
tie,fasten,V,7.8,HYPER/HYPONYMS,0.1806586134883107
play,amuse,V,4.81,NONE,0.760545975541354
tell,renounce,V,1.66,NONE,0.9478248522706607
disallow,allow,V,0.5,ANTONYMS,99999.0
respect,adore,V,4.65,NONE,0.766124665497071
lick,bite,V,1.99,NONE,0.61706882608326
save,collect,V,4.65,NONE,0.8889281447664753
announce,inform,V,7.8,HYPER/HYPONYMS,0.5827942641812864
bring,forget,V,0.66,NONE,0.9416979437992656
drink,pour,V,2.32,NONE,0.9250143387730376
steal,kidnap,V,6.14,NONE,0.7319039678905868
strip,tease,V,2.99,NONE,0.9132647811442768
bother,annoy,V,8.96,SYNONYMS,0.15394009595287794
take,unload,V,2.16,HYPER/HYPONYMS,0.9063424085722784
alter,rearrange,V,6.31,NONE,0.7355085496695026
vanish,disintegrate,V,6.64,NONE,0.44044391601084076
stink,smell,V,8.63,HYPER/HYPONYMS,0.18965768853846132
yearn,strive,V,5.15,NONE,0.43374441125703456
ask,receive,V,0.5,NONE,0.822157887298448
wiggle,dance,V,5.15,NONE,0.7956925102561573
carry,deliver,V,3.82,HYPER/HYPONYMS,0.5996017276597558
repair,break,V,0.17,ANTONYMS,1.0763659283897438
stop,interrupt,V,5.98,HYPER/HYPONYMS,0.3472786628296475
move,advance,V,6.81,HYPER/HYPONYMS,0.7733604542685603
limp,walk,V,3.82,HYPER/HYPONYMS,0.9572254498466549
disgust,offend,V,8.3,HYPER/HYPONYMS,0.6911836784244467
smother,kiss,V,2.66,NONE,0.8152654452269982
break,escape,V,2.82,HYPER/HYPONYMS,0.7476692395126212
keep,stay,V,3.15,HYPER/HYPONYMS,0.314633080608405
keep,take,V,2.66,HYPER/HYPONYMS,0.6258718490390409
admire,respect,V,7.14,HYPER/HYPONYMS,0.7216989588463448
slip,fall,V,6.94,NONE,0.35188801469427733
release,press,V,0.83,NONE,0.7542060755074182
participate,join,V,5.64,NONE,0.39287582344783345
know,perceive,V,4.98,NONE,0.6731269146162115
look,glare,V,5.15,HYPER/HYPONYMS,0.6429392709603129
rebel,yell,V,1.81,NONE,0.8808981217102128
wiggle,tickle,V,2.32,NONE,0.7897370447258969
refuse,agree,V,0.66,NONE,1.0409098912065042
spring,fall,V,1.0,NONE,0.8713867502332331
save,accumulate,V,6.94,NONE,0.9849571960600758
count,add,V,7.09,HYPER/HYPONYMS,0.8922203099627586
hurt,betray,V,3.82,NONE,0.7714231468159521
gain,obtain,V,7.64,HYPER/HYPONYMS,0.1755149362130548
produce,make,V,8.9,HYPER/HYPONYMS,0.29363186032161004
decline,advance,V,1.33,NONE,0.977861736330675
yield,wait,V,5.64,NONE,0.9052767366493218
accumulate,grow,V,7.14,COHYPONYMS,0.8913488197335726
give,take,V,1.49,ANTONYMS,1.027839631679018
deny,regret,V,1.0,NONE,0.8758068602368955
watch,observe,V,9.46,HYPER/HYPONYMS,0.3053027274352371
gain,achieve,V,5.15,NONE,0.4212964251650626
hurt,slap,V,4.65,NONE,0.81533217255103
dismiss,release,V,5.81,NONE,0.7622612622312114
perceive,see,V,7.97,HYPER/HYPONYMS,0.7088355486778605
assault,kill,V,5.81,NONE,0.798523420121704
follow,search,V,2.49,NONE,0.7889567603656691
see,preview,V,7.97,HYPER/HYPONYMS,0.8128482859857629
reply,speak,V,5.48,NONE,0.7219606781737173
suggest,talk,V,2.82,NONE,0.7304389141799725
hate,glare,V,4.15,NONE,0.8952068287488824
finish,graduate,V,5.31,NONE,0.8589111192402542
stay,leave,V,0.17,ANTONYMS,0.956377756359682
calculate,compute,V,6.64,SYNONYMS,0.13557053083571358
break,sprain,V,4.48,NONE,0.495243592521766
start,stop,V,0.33,ANTONYMS,1.0488637004044277
broil,fry,V,3.32,NONE,0.6502972963275029
cry,disappoint,V,1.16,NONE,0.887534140731326
fly,flap,V,4.32,NONE,0.8970029077499277
elect,win,V,4.15,NONE,0.865182378126058
disappear,reappear,V,0.66,NONE,0.5471423428402034
leave,avoid,V,3.65,NONE,0.8495616055827818
preview,sneak,V,3.32,NONE,0.8792786405792975
hunt,find,V,6.97,NONE,0.7301719634606303
carry,haul,V,8.3,HYPER/HYPONYMS,0.715154775731812
aim,strive,V,7.8,NONE,0.34162085604621617
crave,desire,V,8.63,HYPER/HYPONYMS,0.5173056330128531
assault,fight,V,7.24,NONE,0.682157093706146
talk,sing,V,2.99,HYPER/HYPONYMS,0.8390187588105275
demolish,smash,V,8.47,SYNONYMS,0.5428162293768917
say,do,V,1.33,NONE,0.769522788467355
forbid,permit,V,0.66,ANTONYMS,1.101564077878722
stab,kill,V,4.81,NONE,0.6123548187601482
refuse,decline,V,9.13,SYNONYMS,0.6846333338736258
disown,leave,V,6.04,ANTONYMS,0.805160868207222
usurp,take,V,4.65,HYPER/HYPONYMS,0.8877846741348686
know,comprehend,V,7.64,NONE,0.31249423178890967
sing,dance,V,1.99,NONE,0.6638015676063724
fight,defend,V,6.47,HYPER/HYPONYMS,0.7886423684420212
deal,barter,V,7.3,NONE,0.7532980772928871
repress,hold,V,5.81,HYPER/HYPONYMS,0.9070841030035415
cough,swallow,V,1.99,NONE,0.8744428084675937
scare,scream,V,2.49,NONE,0.7529797391662832
give,deny,V,1.33,NONE,0.9673009866308859
stop,ban,V,6.34,NONE,0.7636627547004159
stop,refrain,V,6.47,NONE,0.5641963994585792
acquire,ask,V,1.16,NONE,0.9456438819475014
originate,discover,V,3.49,NONE,0.7466361025529802
holler,scream,V,7.8,SYNONYMS,0.08898048300807992
fight,argue,V,7.14,NONE,0.7118923075260002
dump,throw,V,4.15,NONE,0.5083558733793136
connect,attach,V,7.64,HYPER/HYPONYMS,0.24199580991363012
rub,pat,V,5.31,NONE,0.9278689140482194
hurt,stab,V,5.28,HYPER/HYPONYMS,0.7674081097569772
allow,admit,V,7.64,HYPER/HYPONYMS,0.3698667844113772
know,define,V,4.15,NONE,0.9001044052410326
choke,kill,V,5.64,NONE,0.799179685836548
wreck,smash,V,8.3,NONE,0.6056355658335695
correct,prove,V,3.98,NONE,0.8607190213288513
take,get,V,4.81,HYPER/HYPONYMS,0.5929797300712445
earn,make,V,5.98,SYNONYMS,0.5907582416036252
bring,take,V,2.11,SYNONYMS,0.33435185998589534
snuggle,cuddle,V,8.47,SYNONYMS,0.0001483273801399232
release,pardon,V,6.31,NONE,0.8952993014289898
fill,pour,V,6.14,NONE,0.9733309361358163
select,pick,V,9.63,HYPER/HYPONYMS,0.09485995031810834
select,choose,V,9.13,SYNONYMS,0.010735376389724105
hunt,shoot,V,7.14,NONE,0.8128995166968751
enjoy,hate,V,0.17,ANTONYMS,0.9941648125600131
stand,kneel,V,0.66,COHYPONYMS,0.9228453932452391
judge,decide,V,6.81,HYPER/HYPONYMS,0.6074703915164459
use,abuse,V,2.99,HYPER/HYPONYMS,0.7236917887526002
kiss,embrace,V,6.31,NONE,0.3414797139980458
beat,assault,V,7.8,NONE,0.5324026708518088
bury,die,V,3.32,NONE,0.7136734519809009
overpower,struggle,V,1.99,NONE,0.6640335074315432
ban,forbid,V,9.13,HYPER/HYPONYMS,0.014568039846994951
forget,know,V,1.16,NONE,0.9980267193737791
pinch,bite,V,2.49,COHYPONYMS,0.838270746680269
stretch,reach,V,6.31,COHYPONYMS,0.9259388881050951
conquer,divide,V,1.0,NONE,0.9380116894820545
hear,listen,V,6.64,SYNONYMS,0.1159588749530851
drag,haul,V,8.45,COHYPONYMS,0.6978844108640987
spill,drink,V,1.49,NONE,0.8995699717974343
ignore,neglect,V,8.96,SYNONYMS,0.24462280044380325
avoid,neglect,V,5.31,NONE,0.7579704895910321
wrap,foil,V,2.99,COHYPONYMS,0.9103577212541328
need,want,V,1.99,SYNONYMS,0.7029660054751689
give,keep,V,0.83,HYPER/HYPONYMS,1.0131131764511516
imitate,mimic,V,9.63,HYPER/HYPONYMS,0.012509070158326696
prove,convince,V,5.48,NONE,0.711865104275087
keep,reserve,V,6.81,HYPER/HYPONYMS,0.7808801405095402
carry,lift,V,7.3,HYPER/HYPONYMS,0.8683278030714714
decrease,descend,V,5.81,NONE,0.868077858755169
write,compose,V,6.81,SYNONYMS,0.6844616354930652
show,see,V,5.15,NONE,0.7177015396779632
relax,sit,V,4.48,NONE,0.821869901805617
create,design,V,8.13,HYPER/HYPONYMS,0.572750880283873
build,create,V,6.64,HYPER/HYPONYMS,0.2715167104665812
tear,sob,V,5.31,COHYPONYMS,0.6592846366958224
hurt,criticize,V,3.65,NONE,0.7645705873856248
play,participate,V,4.81,COHYPONYMS,0.7201932574707177
kill,smash,V,5.48,COHYPONYMS,0.8403246648399472
do,accomplish,V,6.97,HYPER/HYPONYMS,0.5398975414292223
shake,wag,V,5.81,HYPER/HYPONYMS,0.385528723861288
