word1,word2,pos,sv_score,relation,cf_score,include,one_minus_cf,wn_wup,sv_bucket,cf_bucket,wn_bucket
ignore,refuse,V,4.98,NONE,0.7344239379999999,1,0.26557606247919296,0.16666666666666666,0.23000000000000043,0.015576062479192965,0.16666666666666666
wake,awake,V,5.64,SYNONYMS,0.34187708,1,0.658122920221197,0.2,0.13999999999999968,0.158122920221197,0.2
develop,invent,V,6.64,NONE,0.466503475,1,0.533496525222248,0.16666666666666666,0.13999999999999968,0.033496525222248,0.16666666666666666
use,reduce,V,2.16,NONE,0.86793708,1,0.13206291999891498,0.2,0.16000000000000014,0.13206291999891498,0.2
receive,achieve,V,1.0,NONE,0.497586811,1,0.502413189384353,0.2,0.0,0.002413189384352976,0.2
burst,implode,V,4.65,ANTONYMS,1.037228574,1,-0.037228574139893986,0.16666666666666666,0.15000000000000036,0.212771425860106,0.16666666666666666
separate,drift,V,5.64,COHYPONYMS,0.85355344,1,0.14644655968301198,0.25,0.13999999999999968,0.14644655968301198,0.0
sit,dance,V,0.66,NONE,0.925251628,1,0.074748371543717,0.25,0.16000000000000003,0.074748371543717,0.0
disown,ignore,V,4.15,NONE,0.718325552,1,0.2816744483085889,0.09090909090909093,0.15000000000000036,0.0316744483085889,0.09090909090909093
delay,hurry,V,0.33,ANTONYMS,1.037423877,1,-0.037423877223402,0.125,0.08000000000000002,0.212576122776598,0.125
pick,gather,V,6.64,HYPER/HYPONYMS,0.67299001,1,0.32700998959911404,0.2,0.13999999999999968,0.07700998959911404,0.2
weave,make,V,4.98,HYPER/HYPONYMS,0.877706891,1,0.122293108627129,0.16666666666666666,0.23000000000000043,0.122293108627129,0.16666666666666666
lift,evaluate,V,2.66,HYPER/HYPONYMS,1.007171974,1,-0.007171974340256,0.16666666666666666,0.16000000000000014,0.242828025659744,0.16666666666666666
move,slither,V,4.48,HYPER/HYPONYMS,0.796490842,1,0.203509158167892,0.5,0.23000000000000043,0.203509158167892,0.0
awake,snore,V,0.66,NONE,0.666785525,1,0.33321447469056104,0.16666666666666666,0.16000000000000003,0.08321447469056104,0.16666666666666666
renounce,repress,V,2.66,NONE,0.846023317,1,0.153976683313892,0.125,0.16000000000000014,0.153976683313892,0.125
drift,fade,V,5.98,NONE,0.722467167,1,0.277532832941969,0.125,0.23000000000000043,0.02753283294196901,0.125
bring,send,V,1.99,COHYPONYMS,0.7276711659999999,1,0.272328833731963,0.25,0.24,0.022328833731962983,0.0
meet,join,V,5.31,NONE,0.599738786,1,0.400261213609633,0.3333333333333333,0.05999999999999961,0.15026121360963302,0.08333333333333331
upset,discourage,V,3.98,NONE,0.829914411,1,0.17008558884142302,0.125,0.22999999999999998,0.17008558884142302,0.125
worry,despair,V,6.64,NONE,0.6410794679999999,1,0.35892053153608394,0.3333333333333333,0.13999999999999968,0.10892053153608394,0.08333333333333331
gather,leave,V,0.83,NONE,1.031412795,1,-0.031412794809553,0.3333333333333333,0.07999999999999996,0.218587205190447,0.08333333333333331
finish,perish,V,1.66,NONE,0.8934490420000001,1,0.106550958212951,0.14285714285714285,0.15999999999999992,0.106550958212951,0.14285714285714285
need,strive,V,2.66,NONE,0.789223452,1,0.21077654754455305,0.2,0.16000000000000014,0.21077654754455305,0.2
forgive,plead,V,1.66,NONE,0.817850867,1,0.182149132876406,0.09090909090909093,0.15999999999999992,0.182149132876406,0.09090909090909093
drench,pour,V,4.81,NONE,0.90182286,1,0.098177139904654,0.14285714285714285,0.05999999999999961,0.098177139904654,0.14285714285714285
perish,prosper,V,1.16,NONE,0.711954112,1,0.288045888266284,0.3333333333333333,0.15999999999999992,0.03804588826628402,0.08333333333333331
swim,run,V,1.83,COHYPONYMS,0.919342236,1,0.08065776369802499,0.25,0.08000000000000007,0.08065776369802499,0.0
reap,make,V,2.66,NONE,0.659787232,1,0.340212767913892,0.25,0.16000000000000014,0.09021276791389199,0.0
do,become,V,2.99,NONE,0.536558856,1,0.463441144404723,0.2,0.2400000000000002,0.213441144404723,0.2
punish,renounce,V,1.33,NONE,0.8559507690000001,1,0.14404923101081302,0.14285714285714285,0.08000000000000007,0.14404923101081302,0.14285714285714285
lose,earn,V,0.17,ANTONYMS,0.954557028,1,0.045442971977945,0.25,0.17,0.045442971977945,0.0
boil,burn,V,2.99,COHYPONYMS,0.8111317640000001,1,0.188868235631475,0.16666666666666666,0.2400000000000002,0.188868235631475,0.16666666666666666
observe,analyze,V,5.98,HYPER/HYPONYMS,0.88597405,1,0.114025949851964,0.2,0.23000000000000043,0.114025949851964,0.2
beg,implode,V,2.32,NONE,0.923532431,1,0.07646756928671901,0.08333333333333333,0.06999999999999984,0.07646756928671901,0.08333333333333333
beat,overpower,V,6.64,HYPER/HYPONYMS,0.119009072,1,0.880990928154982,0.5,0.13999999999999968,0.13099092815498203,0.0
introduce,acknowledge,V,3.47,NONE,0.8638891009999999,1,0.136110899319735,0.1,0.2200000000000002,0.136110899319735,0.1
offend,disturb,V,4.48,NONE,0.65563147,1,0.344368529918239,0.14285714285714285,0.23000000000000043,0.09436852991823902,0.14285714285714285
destroy,invent,V,1.33,NONE,0.837339101,1,0.16266089921652802,0.16666666666666666,0.08000000000000007,0.16266089921652802,0.16666666666666666
grind,rub,V,4.65,NONE,0.701847307,1,0.298152692966927,0.16666666666666666,0.15000000000000036,0.04815269296692698,0.16666666666666666
hurt,humiliate,V,5.15,HYPER/HYPONYMS,0.755913505,1,0.24408649479809105,0.14285714285714285,0.15000000000000036,0.24408649479809105,0.14285714285714285
leave,skip,V,3.32,HYPER/HYPONYMS,0.7460381140000001,1,0.25396188565793204,0.25,0.06999999999999984,0.0039618856579320405,0.0
leave,ignore,V,4.48,NONE,0.8322571590000001,1,0.16774284088692498,0.16666666666666666,0.23000000000000043,0.16774284088692498,0.16666666666666666
hold,pull,V,2.32,NONE,0.870999216,1,0.12900078359685702,0.25,0.06999999999999984,0.12900078359685702,0.0
command,instruct,V,7.97,COHYPONYMS,0.720800895,1,0.279199105484489,0.1111111111111111,0.21999999999999975,0.029199105484489007,0.1111111111111111
yell,talk,V,2.32,HYPER/HYPONYMS,0.85115642,1,0.148843580422247,0.14285714285714285,0.06999999999999984,0.148843580422247,0.14285714285714285
flutter,kick,V,1.0,NONE,0.842504762,1,0.15749523812045402,0.14285714285714285,0.0,0.15749523812045402,0.14285714285714285
rinse,flush,V,5.89,HYPER/HYPONYMS,0.23047916,1,0.769520840251954,0.125,0.13999999999999968,0.019520840251953997,0.125
smother,overwhelm,V,6.14,NONE,0.610520417,1,0.3894795834883679,0.16666666666666666,0.13999999999999968,0.13947958348836792,0.16666666666666666
tow,haul,V,8.63,NONE,0.7331206159999999,1,0.266879383571297,0.2,0.13000000000000078,0.01687938357129698,0.2
have,receive,V,2.99,SYNONYMS,0.333273948,1,0.6667260520119399,0.25,0.2400000000000002,0.1667260520119399,0.0
tie,weave,V,3.49,NONE,0.7693682909999999,1,0.23063170919537496,0.1111111111111111,0.2400000000000002,0.23063170919537496,0.1111111111111111
see,travel,V,4.65,HYPER/HYPONYMS,0.8629860359999999,1,0.137013964045687,0.25,0.15000000000000036,0.137013964045687,0.0
hamper,hold,V,3.15,HYPER/HYPONYMS,0.933112105,1,0.066887894917281,0.1111111111111111,0.1499999999999999,0.066887894917281,0.1111111111111111
inhale,smell,V,6.97,NONE,0.730648023,1,0.26935197717132503,0.16666666666666666,0.21999999999999975,0.01935197717132503,0.16666666666666666
explain,spell,V,3.15,NONE,0.78543499,1,0.21456500998975694,0.1,0.1499999999999999,0.21456500998975694,0.1
know,update,V,2.82,NONE,0.92205539,1,0.07794461017814,0.2,0.06999999999999984,0.07794461017814,0.2
leave,disregard,V,5.64,NONE,0.845624942,1,0.15437505800308898,0.16666666666666666,0.13999999999999968,0.15437505800308898,0.16666666666666666
inspect,observe,V,6.47,NONE,0.783508909,1,0.21649109113775306,0.16666666666666666,0.21999999999999975,0.21649109113775306,0.16666666666666666
make,allow,V,1.83,NONE,0.504400075,1,0.495599924945989,0.3333333333333333,0.08000000000000007,0.24559992494598898,0.08333333333333331
deliver,stand,V,0.0,NONE,0.946709267,1,0.053290732625483006,0.1111111111111111,0.0,0.053290732625483006,0.1111111111111111
hug,pat,V,3.15,NONE,0.921504822,1,0.07849517833764,0.1111111111111111,0.1499999999999999,0.07849517833764,0.1111111111111111
plow,hit,V,3.65,NONE,0.908362747,1,0.091637253375146,0.1111111111111111,0.1499999999999999,0.091637253375146,0.1111111111111111
examine,analyze,V,7.14,SYNONYMS,0.227138785,1,0.772861215471742,1.0,0.13999999999999968,0.022861215471742025,0.0
reach,hold,V,3.15,NONE,0.8569196729999999,1,0.14308032686614405,0.3333333333333333,0.1499999999999999,0.14308032686614405,0.08333333333333331
stop,help,V,1.21,NONE,0.915288934,1,0.08471106577268403,0.25,0.20999999999999996,0.08471106577268403,0.0
sing,chirp,V,5.31,HYPER/HYPONYMS,0.815197928,1,0.18480207222062495,0.1111111111111111,0.05999999999999961,0.18480207222062495,0.1111111111111111
believe,feel,V,2.99,HYPER/HYPONYMS,0.263550036,1,0.7364499641784521,0.16666666666666666,0.2400000000000002,0.2364499641784521,0.16666666666666666
notify,address,V,7.3,NONE,0.868750262,1,0.131249738037452,0.25,0.04999999999999982,0.131249738037452,0.0
protect,kill,V,1.49,NONE,1.021343222,1,-0.021343222151309,0.2,0.24,0.228656777848691,0.2
charge,evict,V,4.65,NONE,0.9598916,1,0.040108399689534,0.125,0.15000000000000036,0.040108399689534,0.125
forgive,understand,V,3.15,NONE,0.8396264459999999,1,0.160373554443927,0.2,0.1499999999999999,0.160373554443927,0.2
help,depend,V,2.32,NONE,0.794220523,1,0.205779477397647,0.2,0.06999999999999984,0.205779477397647,0.2
separate,attach,V,1.0,NONE,0.981443669,1,0.018556330684483,0.25,0.0,0.018556330684483,0.0
throw,use,V,1.66,NONE,0.895134181,1,0.104865818557779,0.2,0.15999999999999992,0.104865818557779,0.2
calculate,solve,V,6.31,HYPER/HYPONYMS,0.8325686,1,0.167431400404095,0.16666666666666666,0.05999999999999961,0.167431400404095,0.16666666666666666
stay,fade,V,0.5,NONE,0.867025665,1,0.132974334990538,0.125,0.0,0.132974334990538,0.125
renounce,say,V,2.49,NONE,0.953197064,1,0.046802936209979,0.125,0.2400000000000002,0.046802936209979,0.125
grasp,take,V,5.31,NONE,0.682485122,1,0.317514877715641,0.2,0.05999999999999961,0.06751487771564102,0.2
swing,fall,V,0.83,COHYPONYMS,0.837197691,1,0.162802309363862,0.2,0.07999999999999996,0.162802309363862,0.2
triumph,conquer,V,7.97,NONE,0.605041665,1,0.3949583349911741,0.1111111111111111,0.21999999999999975,0.1449583349911741,0.1111111111111111
notify,announce,V,8.47,NONE,0.5857036760000001,1,0.414296323518579,0.3333333333333333,0.22000000000000064,0.16429632351857898,0.08333333333333331
count,evaluate,V,4.65,HYPER/HYPONYMS,0.8434054190000001,1,0.15659458058454298,0.16666666666666666,0.15000000000000036,0.15659458058454298,0.16666666666666666
take,reap,V,6.97,NONE,0.665408751,1,0.334591248771804,0.2,0.21999999999999975,0.08459124877180402,0.2
forget,overcome,V,2.16,NONE,0.878768929,1,0.121231071450585,0.3333333333333333,0.16000000000000014,0.121231071450585,0.08333333333333331
amuse,amaze,V,1.99,NONE,0.612129786,1,0.387870214374494,0.1111111111111111,0.24,0.13787021437449398,0.1111111111111111
fail,decline,V,3.65,HYPER/HYPONYMS,0.817070726,1,0.182929273984764,0.2,0.1499999999999999,0.182929273984764,0.2
know,suggest,V,1.83,NONE,0.859125204,1,0.140874796248189,0.16666666666666666,0.08000000000000007,0.140874796248189,0.16666666666666666
move,remove,V,3.49,HYPER/HYPONYMS,0.82147206,1,0.178527940477808,0.3333333333333333,0.2400000000000002,0.178527940477808,0.08333333333333331
retain,obtain,V,4.15,NONE,0.842347045,1,0.157652954748164,0.16666666666666666,0.15000000000000036,0.157652954748164,0.16666666666666666
show,look,V,1.33,NONE,0.710851426,1,0.289148573590609,0.25,0.08000000000000007,0.039148573590609026,0.0
speak,scream,V,2.82,HYPER/HYPONYMS,0.8485729790000001,1,0.15142702094624802,0.14285714285714285,0.06999999999999984,0.15142702094624802,0.14285714285714285
refuse,forbid,V,4.48,NONE,0.826949342,1,0.17305065809569695,0.07142857142857142,0.23000000000000043,0.17305065809569695,0.07142857142857142
seem,pretend,V,4.65,NONE,0.767112309,1,0.232887690632791,0.14285714285714285,0.15000000000000036,0.232887690632791,0.14285714285714285
feel,express,V,6.31,NONE,0.8395563229999999,1,0.160443677167714,0.1,0.05999999999999961,0.160443677167714,0.1
operate,perform,V,6.97,NONE,0.695368,1,0.3046320000511389,0.16666666666666666,0.21999999999999975,0.054632000051138885,0.16666666666666666
degrade,hate,V,5.48,NONE,0.890995201,1,0.109004799380467,0.25,0.23000000000000043,0.109004799380467,0.0
criticize,remark,V,3.15,HYPER/HYPONYMS,0.782090576,1,0.217909423663327,0.3333333333333333,0.1499999999999999,0.217909423663327,0.08333333333333331
tire,overwhelm,V,5.64,NONE,0.879653237,1,0.12034676327634697,0.1111111111111111,0.13999999999999968,0.12034676327634697,0.1111111111111111
visit,talk,V,2.32,HYPER/HYPONYMS,0.8425280479999999,1,0.15747195172807302,0.1111111111111111,0.06999999999999984,0.15747195172807302,0.1111111111111111
burn,smother,V,0.66,NONE,0.822177452,1,0.177822548016329,0.2,0.16000000000000003,0.177822548016329,0.2
destroy,deteriorate,V,5.81,NONE,0.711031388,1,0.28896861248150896,0.16666666666666666,0.05999999999999961,0.03896861248150896,0.16666666666666666
beat,punish,V,6.47,NONE,0.789638818,1,0.210361181922198,0.25,0.21999999999999975,0.210361181922198,0.0
drift,flow,V,6.81,NONE,0.7938948159999999,1,0.206105184157575,0.2,0.05999999999999961,0.206105184157575,0.2
attempt,go,V,1.83,NONE,0.7732529779999999,1,0.226747021918438,0.25,0.08000000000000007,0.226747021918438,0.0
kill,look,V,0.0,COHYPONYMS,1.041774369,1,-0.041774369219785,0.3333333333333333,0.0,0.208225630780215,0.08333333333333331
go,ascend,V,4.48,HYPER/HYPONYMS,0.895531272,1,0.104468727559106,0.5,0.23000000000000043,0.104468727559106,0.0
recruit,take,V,2.66,NONE,0.832089773,1,0.16791022668260802,0.1111111111111111,0.16000000000000014,0.16791022668260802,0.1111111111111111
veer,avoid,V,8.13,NONE,0.807002532,1,0.19299746827833,0.2,0.13000000000000078,0.19299746827833,0.2
mimic,look,V,1.99,NONE,0.7605157909999999,1,0.23948420945097895,0.16666666666666666,0.24,0.23948420945097895,0.16666666666666666
squeal,lie,V,1.0,NONE,1.055129756,1,-0.055129755758193004,0.2,0.0,0.194870244241807,0.2
crash,fall,V,3.49,HYPER/HYPONYMS,0.734589037,1,0.265410962635502,0.25,0.2400000000000002,0.015410962635502012,0.0
tow,take,V,2.82,NONE,0.85555559,1,0.14444441024262802,0.125,0.06999999999999984,0.14444441024262802,0.125
elect,reject,V,0.5,NONE,0.880038359,1,0.11996164102706698,0.14285714285714285,0.0,0.11996164102706698,0.14285714285714285
tell,remark,V,6.31,HYPER/HYPONYMS,0.778700394,1,0.22129960554704894,0.5,0.05999999999999961,0.22129960554704894,0.0
punch,calculate,V,1.0,NONE,0.987931512,1,0.012068488203492,0.14285714285714285,0.0,0.012068488203492,0.14285714285714285
win,struggle,V,0.66,NONE,0.7047210279999999,1,0.29527897235744605,0.2,0.16000000000000003,0.045278972357446046,0.2
blame,excuse,V,1.36,NONE,0.8230112279999999,1,0.17698877202739802,0.14285714285714285,0.1100000000000001,0.17698877202739802,0.14285714285714285
deal,sell,V,4.48,SYNONYMS,0.8997892259999999,1,0.100210773975098,0.08333333333333333,0.23000000000000043,0.100210773975098,0.08333333333333333
understand,solve,V,5.15,HYPER/HYPONYMS,0.903480449,1,0.09651955149887,0.5,0.15000000000000036,0.09651955149887,0.0
allow,refuse,V,1.16,ANTONYMS,1.042925572,1,-0.042925572351288,0.2,0.15999999999999992,0.207074427648712,0.2
control,stop,V,3.49,NONE,0.861827377,1,0.138172622522691,0.3333333333333333,0.2400000000000002,0.138172622522691,0.08333333333333331
acquire,steal,V,5.31,NONE,0.8154439790000001,1,0.184556020535537,0.25,0.05999999999999961,0.184556020535537,0.0
respond,say,V,7.97,HYPER/HYPONYMS,0.810520925,1,0.189479075421486,0.2,0.21999999999999975,0.189479075421486,0.2
disturb,wake,V,4.98,NONE,0.8637438159999999,1,0.136256183984229,0.25,0.23000000000000043,0.136256183984229,0.0
grab,tackle,V,5.81,NONE,0.8672726620000001,1,0.13272733839490305,0.125,0.05999999999999961,0.13272733839490305,0.125
haunt,remain,V,3.82,NONE,0.812033294,1,0.18796670638379,0.16666666666666666,0.06999999999999984,0.18796670638379,0.16666666666666666
prove,solve,V,5.48,NONE,0.955396007,1,0.044603993332082,0.2,0.23000000000000043,0.044603993332082,0.2
achieve,earn,V,6.14,NONE,0.478043206,1,0.521956793974067,0.2,0.13999999999999968,0.021956793974067024,0.2
retain,get,V,3.15,NONE,0.901962775,1,0.098037225015531,0.2,0.1499999999999999,0.098037225015531,0.2
touch,pinch,V,3.17,HYPER/HYPONYMS,0.7391519129999999,1,0.260848087178418,0.16666666666666666,0.16999999999999993,0.010848087178418009,0.16666666666666666
bend,shake,V,1.49,NONE,0.906851608,1,0.09314839158901403,0.16666666666666666,0.24,0.09314839158901403,0.16666666666666666
hypnotize,remember,V,0.66,NONE,0.904886015,1,0.09511398480053697,0.16666666666666666,0.16000000000000003,0.09511398480053697,0.16666666666666666
dismay,surprise,V,1.33,NONE,0.528263956,1,0.47173604406501,0.2,0.08000000000000007,0.22173604406501002,0.2
guess,suspect,V,7.64,HYPER/HYPONYMS,0.8171274059999999,1,0.18287259428189495,0.125,0.13999999999999968,0.18287259428189495,0.125
flush,drain,V,5.81,COHYPONYMS,0.560524605,1,0.439475394559407,0.14285714285714285,0.05999999999999961,0.18947539455940698,0.14285714285714285
stain,wash,V,0.17,NONE,0.7020822990000001,1,0.297917701219418,0.09090909090909093,0.17,0.04791770121941802,0.09090909090909093
supply,deny,V,0.5,NONE,1.008108199,1,-0.008108199279256,0.14285714285714285,0.0,0.241891800720744,0.14285714285714285
join,marry,V,4.48,HYPER/HYPONYMS,0.8730867520000001,1,0.126913248105116,0.3333333333333333,0.23000000000000043,0.126913248105116,0.08333333333333331
fight,toil,V,2.99,NONE,0.89836103,1,0.101638969769189,0.25,0.2400000000000002,0.101638969769189,0.0
save,earn,V,2.66,NONE,0.811957122,1,0.18804287847405896,0.16666666666666666,0.16000000000000014,0.18804287847405896,0.16666666666666666
demand,take,V,5.64,SYNONYMS,0.849969103,1,0.150030897326069,0.1111111111111111,0.13999999999999968,0.150030897326069,0.1111111111111111
drink,suck,V,5.48,HYPER/HYPONYMS,0.906498884,1,0.093501116352256,0.5,0.23000000000000043,0.093501116352256,0.0
wander,lose,V,1.83,NONE,0.8560805859999999,1,0.143919413892135,0.25,0.08000000000000007,0.143919413892135,0.0
implode,crush,V,4.48,NONE,0.745569081,1,0.254430919094558,0.2,0.23000000000000043,0.004430919094558006,0.2
renounce,dislike,V,6.31,NONE,0.864002748,1,0.135997252445177,0.14285714285714285,0.05999999999999961,0.135997252445177,0.14285714285714285
launch,send,V,5.31,COHYPONYMS,0.919752902,1,0.080247097879834,0.2,0.05999999999999961,0.080247097879834,0.2
spin,dance,V,1.66,NONE,0.763048409,1,0.23695159072161,0.2,0.15999999999999992,0.23695159072161,0.2
tear,split,V,8.47,HYPER/HYPONYMS,0.651949817,1,0.34805018324819603,0.14285714285714285,0.22000000000000064,0.09805018324819603,0.14285714285714285
create,draw,V,4.48,HYPER/HYPONYMS,0.7233690079999999,1,0.276630992013522,0.25,0.23000000000000043,0.02663099201352198,0.0
tend,leave,V,0.66,NONE,0.8914124659999999,1,0.108587534323777,0.25,0.16000000000000003,0.108587534323777,0.0
assume,believe,V,2.99,COHYPONYMS,0.484957946,1,0.515042054114885,0.2,0.2400000000000002,0.015042054114885017,0.2
bump,crash,V,3.47,NONE,0.656016951,1,0.343983049109622,0.14285714285714285,0.2200000000000002,0.09398304910962202,0.14285714285714285
scare,laugh,V,0.66,NONE,0.83502127,1,0.164978729702542,0.14285714285714285,0.16000000000000003,0.164978729702542,0.14285714285714285
plead,help,V,0.66,NONE,0.7047284840000001,1,0.29527151576501,0.1,0.16000000000000003,0.045271515765009984,0.1
excel,lead,V,4.65,NONE,0.8767748479999999,1,0.12322515219463302,0.3333333333333333,0.15000000000000036,0.12322515219463302,0.08333333333333331
confuse,blur,V,4.81,COHYPONYMS,0.286947071,1,0.7130529291809571,0.14285714285714285,0.05999999999999961,0.21305292918095708,0.14285714285714285
teach,explain,V,7.8,COHYPONYMS,0.734314081,1,0.265685918794047,0.3333333333333333,0.04999999999999982,0.015685918794047016,0.08333333333333331
take,vacate,V,1.83,NONE,0.831184809,1,0.16881519057212,0.14285714285714285,0.08000000000000007,0.16881519057212,0.14285714285714285
reap,jump,V,1.66,NONE,0.8453062579999999,1,0.15469374215909398,0.2,0.15999999999999992,0.15469374215909398,0.2
need,use,V,2.49,NONE,0.87865022,1,0.121349779554057,0.3333333333333333,0.2400000000000002,0.121349779554057,0.08333333333333331
return,arrive,V,3.15,NONE,0.844992668,1,0.155007331920761,0.25,0.1499999999999999,0.155007331920761,0.0
slurp,swallow,V,4.48,NONE,0.587137444,1,0.4128625558657771,0.25,0.23000000000000043,0.16286255586577708,0.0
design,award,V,0.66,NONE,0.946585244,1,0.053414756459976,0.1,0.16000000000000003,0.053414756459976,0.1
follow,go,V,3.65,HYPER/HYPONYMS,0.8084663470000001,1,0.19153365256214305,0.5,0.1499999999999999,0.19153365256214305,0.0
drown,kill,V,4.81,HYPER/HYPONYMS,0.76714953,1,0.232850469950203,0.2,0.05999999999999961,0.232850469950203,0.2
forget,deny,V,2.82,HYPER/HYPONYMS,0.754462557,1,0.245537443341917,0.2,0.06999999999999984,0.245537443341917,0.2
help,refuse,V,0.5,NONE,1.001358434,1,-0.0013584335357929998,0.16666666666666666,0.0,0.248641566464207,0.16666666666666666
reach,strive,V,6.47,SYNONYMS,0.641995098,1,0.35800490195222995,0.2,0.21999999999999975,0.10800490195222995,0.2
tread,float,V,3.32,NONE,0.8365430070000001,1,0.16345699326776095,0.3333333333333333,0.06999999999999984,0.16345699326776095,0.08333333333333331
destroy,hurt,V,5.64,NONE,0.6763322759999999,1,0.32366772357575296,0.2,0.13999999999999968,0.07366772357575296,0.2
catch,find,V,3.98,HYPER/HYPONYMS,0.720983774,1,0.279016225530472,0.2,0.22999999999999998,0.029016225530472006,0.2
sell,suggest,V,2.66,NONE,0.935934406,1,0.06406559441184201,0.125,0.16000000000000014,0.06406559441184201,0.125
talk,announce,V,6.14,NONE,0.678850436,1,0.321149564424359,0.25,0.13999999999999968,0.07114956442435899,0.0
deposit,slip,V,2.66,NONE,0.872466802,1,0.127533198319469,0.14285714285714285,0.16000000000000014,0.127533198319469,0.14285714285714285
play,set,V,1.0,HYPER/HYPONYMS,0.48715209,1,0.512847910132763,0.2,0.0,0.012847910132762985,0.2
renounce,insult,V,3.15,NONE,0.932621256,1,0.067378744451233,0.1,0.1499999999999999,0.067378744451233,0.1
irritate,rub,V,3.49,HYPER/HYPONYMS,0.8296174559999999,1,0.170382544287324,0.2,0.2400000000000002,0.170382544287324,0.2
tease,hurt,V,3.98,NONE,0.926496299,1,0.0735037008055,0.125,0.22999999999999998,0.0735037008055,0.125
perish,starve,V,5.98,HYPER/HYPONYMS,0.643221657,1,0.356778343116781,0.14285714285714285,0.23000000000000043,0.10677834311678103,0.14285714285714285
attach,fix,V,4.65,HYPER/HYPONYMS,0.714139065,1,0.285860934523985,0.16666666666666666,0.15000000000000036,0.03586093452398498,0.16666666666666666
squeal,jerk,V,1.49,NONE,0.855987369,1,0.14401263084562302,0.16666666666666666,0.24,0.14401263084562302,0.16666666666666666
exist,perish,V,0.83,NONE,0.8599737209999999,1,0.14002627923740898,0.2,0.07999999999999996,0.14002627923740898,0.2
flow,go,V,5.31,NONE,0.895360467,1,0.10463953318497,0.25,0.05999999999999961,0.10463953318497,0.0
leave,shun,V,5.48,NONE,0.829284602,1,0.17071539772783995,0.25,0.23000000000000043,0.17071539772783995,0.0
forget,think,V,0.33,ANTONYMS,1.032216356,1,-0.032216356215111,0.2,0.08000000000000002,0.217783643784889,0.2
disprove,deny,V,4.15,NONE,0.381110717,1,0.618889283336946,0.125,0.15000000000000036,0.11888928333694604,0.125
engage,meet,V,4.48,NONE,0.7713677170000001,1,0.228632282701284,0.25,0.23000000000000043,0.228632282701284,0.0
lower,diminish,V,6.64,NONE,0.232333294,1,0.7676667064732479,0.16666666666666666,0.13999999999999968,0.017666706473247862,0.16666666666666666
tread,move,V,3.49,HYPER/HYPONYMS,0.8831991579999999,1,0.116800841599273,0.5,0.2400000000000002,0.116800841599273,0.0
learn,retain,V,2.82,NONE,0.926963892,1,0.073036107560493,0.2,0.06999999999999984,0.073036107560493,0.2
clarify,repeat,V,5.48,NONE,0.825782728,1,0.174217271605419,0.2,0.23000000000000043,0.174217271605419,0.2
retreat,escape,V,7.47,NONE,0.713653897,1,0.286346102986266,0.14285714285714285,0.21999999999999975,0.036346102986266005,0.14285714285714285
urge,recommend,V,5.48,SYNONYMS,0.704476055,1,0.29552394536200605,0.07142857142857142,0.23000000000000043,0.045523945362006046,0.07142857142857142
do,obey,V,3.47,NONE,0.7918014859999999,1,0.20819851390135,0.2,0.2200000000000002,0.20819851390135,0.2
feel,taste,V,1.16,COHYPONYMS,0.662551792,1,0.337448207701653,0.3333333333333333,0.15999999999999992,0.08744820770165301,0.08333333333333331
graze,roam,V,5.48,NONE,0.6099255929999999,1,0.390074407355811,0.16666666666666666,0.23000000000000043,0.140074407355811,0.16666666666666666
annoy,disgust,V,4.65,NONE,0.7843282509999999,1,0.21567174930435395,0.16666666666666666,0.15000000000000036,0.21567174930435395,0.16666666666666666
invent,originate,V,5.81,NONE,0.917109189,1,0.082890811395763,0.16666666666666666,0.05999999999999961,0.082890811395763,0.16666666666666666
use,waste,V,2.66,HYPER/HYPONYMS,0.9785612,1,0.02143880015824,0.25,0.16000000000000014,0.02143880015824,0.0
pardon,grant,V,3.65,HYPER/HYPONYMS,0.74470368,1,0.25529631957854004,0.125,0.1499999999999999,0.005296319578540043,0.125
wash,fade,V,1.83,NONE,0.904553936,1,0.095446064163916,0.08333333333333333,0.08000000000000007,0.095446064163916,0.08333333333333333
transplant,change,V,4.23,HYPER/HYPONYMS,0.935700786,1,0.06429921376162599,0.2,0.23000000000000043,0.06429921376162599,0.2
mend,repair,V,9.3,SYNONYMS,0.132316667,1,0.867683332622547,1.0,0.05000000000000071,0.11768333262254704,0.0
convince,win,V,2.16,NONE,0.774521116,1,0.22547888360864,0.2,0.16000000000000014,0.22547888360864,0.2
wash,spray,V,4.65,COHYPONYMS,0.744186428,1,0.25581357185277204,0.09090909090909093,0.15000000000000036,0.005813571852772037,0.09090909090909093
collect,organize,V,5.31,NONE,0.7713206640000001,1,0.228679336471939,0.14285714285714285,0.05999999999999961,0.228679336471939,0.14285714285714285
hit,crash,V,6.31,HYPER/HYPONYMS,0.682922483,1,0.31707751695719605,0.14285714285714285,0.05999999999999961,0.06707751695719605,0.14285714285714285
repress,shut,V,5.81,NONE,0.974849883,1,0.025150116708026003,0.25,0.05999999999999961,0.025150116708026003,0.0
smash,shatter,V,8.13,COHYPONYMS,0.32615666,1,0.673843340329656,0.1111111111111111,0.13000000000000078,0.17384334032965598,0.1111111111111111
fly,flee,V,3.49,SYNONYMS,0.36374033,1,0.636259670057396,0.16666666666666666,0.2400000000000002,0.13625967005739603,0.16666666666666666
choose,determine,V,7.47,HYPER/HYPONYMS,0.724031854,1,0.275968145573093,0.25,0.21999999999999975,0.025968145573093016,0.0
