word1,word2,pos,sv_score,relation,cf_score,include,one_minus_cf
flush,drain,V,5.81,COHYPONYMS,0.560524605,1,0.439475394559407
stain,wash,V,0.17,NONE,0.702082299,1,0.297917701219418
supply,deny,V,0.5,NONE,1.008108199,1,-0.008108199279256
join,marry,V,4.48,HYPER/HYPONYMS,0.873086752,1,0.126913248105116
fight,toil,V,2.99,NONE,0.89836103,1,0.101638969769189
save,earn,V,2.66,NONE,0.811957122,1,0.188042878474059
demand,take,V,5.64,SYNONYMS,0.849969103,1,0.150030897326069
drink,suck,V,5.48,HYPER/HYPONYMS,0.906498884,1,0.093501116352256
wander,lose,V,1.83,NONE,0.856080586,1,0.143919413892135
implode,crush,V,4.48,NONE,0.745569081,1,0.254430919094558
renounce,dislike,V,6.31,NONE,0.864002748,1,0.135997252445177
launch,send,V,5.31,COHYPONYMS,0.919752902,1,0.080247097879834
spin,dance,V,1.66,NONE,0.763048409,1,0.23695159072161
tear,split,V,8.47,HYPER/HYPONYMS,0.651949817,1,0.348050183248196
create,draw,V,4.48,HYPER/HYPONYMS,0.723369008,1,0.276630992013522
tend,leave,V,0.66,NONE,0.891412466,1,0.108587534323777
assume,believe,V,2.99,COHYPONYMS,0.484957946,1,0.515042054114885
bump,crash,V,3.47,NONE,0.656016951,1,0.343983049109622
scare,laugh,V,0.66,NONE,0.83502127,1,0.164978729702542
plead,help,V,0.66,NONE,0.704728484,1,0.29527151576501
excel,lead,V,4.65,NONE,0.876774848,1,0.123225152194633
confuse,blur,V,4.81,COHYPONYMS,0.286947071,1,0.713052929180957
teach,explain,V,7.8,COHYPONYMS,0.734314081,1,0.265685918794047
take,vacate,V,1.83,NONE,0.831184809,1,0.16881519057212
reap,jump,V,1.66,NONE,0.845306258,1,0.154693742159094
need,use,V,2.49,NONE,0.87865022,1,0.121349779554057
return,arrive,V,3.15,NONE,0.844992668,1,0.155007331920761
slurp,swallow,V,4.48,NONE,0.587137444,1,0.412862555865777
design,award,V,0.66,NONE,0.946585244,1,0.053414756459976
follow,go,V,3.65,HYPER/HYPONYMS,0.808466347,1,0.191533652562143
drown,kill,V,4.81,HYPER/HYPONYMS,0.76714953,1,0.232850469950203
forget,deny,V,2.82,HYPER/HYPONYMS,0.754462557,1,0.245537443341917
help,refuse,V,0.5,NONE,1.001358434,1,-0.001358433535793
reach,strive,V,6.47,SYNONYMS,0.641995098,1,0.35800490195223
tread,float,V,3.32,NONE,0.836543007,1,0.163456993267761
destroy,hurt,V,5.64,NONE,0.676332276,1,0.323667723575753
catch,find,V,3.98,HYPER/HYPONYMS,0.720983774,1,0.279016225530472
sell,suggest,V,2.66,NONE,0.935934406,1,0.064065594411842
talk,announce,V,6.14,NONE,0.678850436,1,0.321149564424359
deposit,slip,V,2.66,NONE,0.872466802,1,0.127533198319469
play,set,V,1,HYPER/HYPONYMS,0.48715209,1,0.512847910132763
renounce,insult,V,3.15,NONE,0.932621256,1,0.067378744451233
irritate,rub,V,3.49,HYPER/HYPONYMS,0.829617456,1,0.170382544287324
tease,hurt,V,3.98,NONE,0.926496299,1,0.0735037008055
perish,starve,V,5.98,HYPER/HYPONYMS,0.643221657,1,0.356778343116781
attach,fix,V,4.65,HYPER/HYPONYMS,0.714139065,1,0.285860934523985
squeal,jerk,V,1.49,NONE,0.855987369,1,0.144012630845623
exist,perish,V,0.83,NONE,0.859973721,1,0.140026279237409
flow,go,V,5.31,NONE,0.895360467,1,0.10463953318497
leave,shun,V,5.48,NONE,0.829284602,1,0.17071539772784
forget,think,V,0.33,ANTONYMS,1.032216356,1,-0.032216356215111
disprove,deny,V,4.15,NONE,0.381110717,1,0.618889283336946
engage,meet,V,4.48,NONE,0.771367717,1,0.228632282701284
lower,diminish,V,6.64,NONE,0.232333294,1,0.767666706473248
tread,move,V,3.49,HYPER/HYPONYMS,0.883199158,1,0.116800841599273
learn,retain,V,2.82,NONE,0.926963892,1,0.073036107560493
clarify,repeat,V,5.48,NONE,0.825782728,1,0.174217271605419
retreat,escape,V,7.47,NONE,0.713653897,1,0.286346102986266
urge,recommend,V,5.48,SYNONYMS,0.704476055,1,0.295523945362006
do,obey,V,3.47,NONE,0.791801486,1,0.20819851390135
feel,taste,V,1.16,COHYPONYMS,0.662551792,1,0.337448207701653
graze,roam,V,5.48,NONE,0.609925593,1,0.390074407355811
annoy,disgust,V,4.65,NONE,0.784328251,1,0.215671749304354
invent,originate,V,5.81,NONE,0.917109189,1,0.082890811395763
use,waste,V,2.66,HYPER/HYPONYMS,0.9785612,1,0.02143880015824
pardon,grant,V,3.65,HYPER/HYPONYMS,0.74470368,1,0.25529631957854
wash,fade,V,1.83,NONE,0.904553936,1,0.095446064163916
transplant,change,V,4.23,HYPER/HYPONYMS,0.935700786,1,0.064299213761626
mend,repair,V,9.3,SYNONYMS,0.132316667,1,0.867683332622547
convince,win,V,2.16,NONE,0.774521116,1,0.22547888360864
wash,spray,V,4.65,COHYPONYMS,0.744186428,1,0.255813571852772
collect,organize,V,5.31,NONE,0.771320664,1,0.228679336471939
hit,crash,V,6.31,HYPER/HYPONYMS,0.682922483,1,0.317077516957196
repress,shut,V,5.81,NONE,0.974849883,1,0.025150116708026
smash,shatter,V,8.13,COHYPONYMS,0.32615666,1,0.673843340329656
fly,flee,V,3.49,SYNONYMS,0.36374033,1,0.636259670057396
choose,determine,V,7.47,HYPER/HYPONYMS,0.724031854,1,0.275968145573093
receive,accept,V,6.31,HYPER/HYPONYMS,0.5984134,1,0.401586599926265
evacuate,remove,V,5.48,NONE,0.653170623,1,0.346829376637519
wear,remove,V,1.49,NONE,0.939783285,1,0.060216714698627
give,unload,V,2.16,NONE,1.003205185,1,-0.003205184943827
lie,justify,V,1.83,NONE,0.924994889,1,0.075005111190445
shoot,hurt,V,5.31,HYPER/HYPONYMS,0.870536437,1,0.129463562589454
squeeze,cuddle,V,5.31,HYPER/HYPONYMS,0.762941265,1,0.237058734842396
croak,cough,V,2.32,NONE,0.838580851,1,0.161419149104003
stand,rise,V,6.81,NONE,0.887409238,1,0.112590762387422
scold,blame,V,6.19,NONE,0.787608762,1,0.212391237871871
laugh,hoot,V,5.98,NONE,0.493723865,1,0.506276135391099
steal,give,V,0.66,NONE,1.055102372,1,-0.05510237244618
rub,feel,V,5.64,NONE,0.811998163,1,0.188001837041331
enjoy,amuse,V,6.14,NONE,0.773944573,1,0.226055426682142
gather,obtain,V,6.31,NONE,0.439639392,1,0.560360607955898
hate,adore,V,0.5,NONE,0.985471049,1,0.014528950608237
carry,help,V,3.15,COHYPONYMS,0.765898961,1,0.234101038732811
accuse,insult,V,3.92,NONE,0.672377345,1,0.32762265533557
frustrate,discourage,V,4.15,NONE,0.435015013,1,0.56498498721991
dare,accept,V,1.16,NONE,0.740948645,1,0.259051354786418
bumble,fall,V,6.47,NONE,0.997014162,1,0.00298583763325
play,fight,V,3.49,NONE,0.86356243,1,0.136437570378231
sew,attach,V,7.14,HYPER/HYPONYMS,0.777983799,1,0.222016201360287
hold,touch,V,6.31,HYPER/HYPONYMS,0.909978464,1,0.090021536366059
fade,disintegrate,V,4.32,NONE,0.465555561,1,0.534444438530804
strain,release,V,2.66,NONE,1.053764815,1,-0.053764814748631
organize,fix,V,3.32,NONE,0.844934221,1,0.155065779258526
blend,combine,V,8.47,SYNONYMS,0.219812287,1,0.780187713331859
hike,hitch,V,1.33,NONE,0.898402403,1,0.101597597005864
attract,catch,V,2.82,HYPER/HYPONYMS,0.726442633,1,0.273557366620335
taste,try,V,4.81,SYNONYMS,0.856802484,1,0.143197515884181
wait,sit,V,2.99,NONE,0.782574811,1,0.217425188578481
wag,wiggle,V,6.81,HYPER/HYPONYMS,0.384231249,1,0.615768751035712
rob,destroy,V,1.49,NONE,0.746659618,1,0.2533403824959
accomplish,conquer,V,5.31,NONE,0.575222561,1,0.424777438977275
toss,flip,V,6.81,SYNONYMS,0.771099535,1,0.228900464856344
meet,visit,V,7.3,HYPER/HYPONYMS,0.894874117,1,0.105125883115529
reject,condemn,V,7.47,NONE,0.684556016,1,0.315443983520445
protect,hide,V,4.65,NONE,0.823574253,1,0.176425746790629
shun,disown,V,6.97,NONE,0.754682663,1,0.24531733678986
bend,angle,V,6.64,HYPER/HYPONYMS,0.648341778,1,0.351658222300321
rebel,obey,V,0.33,NONE,1.055171064,1,-0.055171064205882
discuss,explain,V,7.14,NONE,0.61303769,1,0.386962310237378
mix,dissolve,V,5.81,COHYPONYMS,0.823795182,1,0.176204817652361
burn,crash,V,1.99,NONE,0.836832664,1,0.163167335719739
release,obtain,V,1.66,ANTONYMS,0.8462336,1,0.153766400168401
adjourn,start,V,1.49,NONE,1.015762255,1,-0.015762254652173
pour,drain,V,4.81,COHYPONYMS,0.892966785,1,0.107033215496073
disperse,collect,V,0.83,NONE,0.820824819,1,0.179175180801772
disappear,remove,V,5.64,HYPER/HYPONYMS,0.693754292,1,0.306245708040856
avoid,reject,V,3.32,NONE,0.729056055,1,0.270943945109091
walk,shuffle,V,5.31,HYPER/HYPONYMS,0.998500453,1,0.001499547285967
doubt,know,V,1,NONE,0.823927496,1,0.176072504278627
strive,want,V,5.15,NONE,0.494701483,1,0.50529851668661
defeat,fail,V,2.49,NONE,0.650854254,1,0.349145745757865
speak,acknowledge,V,5.31,NONE,0.815467112,1,0.18453288775893
get,go,V,0.66,SYNONYMS,0.813317306,1,0.186682693833954
gather,compose,V,2.66,NONE,0.726887463,1,0.273112536784969
sway,swoon,V,4.07,NONE,0.804588516,1,0.195411484076101
reel,turn,V,3.82,HYPER/HYPONYMS,0.782470641,1,0.217529358671548
inquire,think,V,5.81,NONE,0.841926914,1,0.15807308611622
think,recall,V,6.64,SYNONYMS,0.762863102,1,0.237136898206583
leave,detach,V,2.99,NONE,0.754205488,1,0.245794512113555
scream,kick,V,1.99,NONE,0.763189127,1,0.236810872943547
aim,look,V,2.82,NONE,0.755920153,1,0.244079846975162
listen,concentrate,V,4.98,HYPER/HYPONYMS,0.823254618,1,0.176745382472213
like,disgust,V,0.33,NONE,0.974350484,1,0.025649516401032
desire,hope,V,6.81,HYPER/HYPONYMS,0.338127718,1,0.661872282157723
practice,dance,V,0.91,NONE,0.847833877,1,0.152166122618211
drip,spill,V,4.98,NONE,0.722025486,1,0.277974514373333
deliver,get,V,1.99,HYPER/HYPONYMS,0.580224553,1,0.419775447314738
holler,call,V,7.3,SYNONYMS,0.78553192,1,0.21446807970663
fly,drive,V,0.83,COHYPONYMS,0.894610855,1,0.105389145492697
fill,dig,V,0.17,NONE,0.776029524,1,0.22397047605594
mend,bend,V,1.16,NONE,0.998003699,1,0.00199630071743
raise,ascend,V,7.8,NONE,0.373087363,1,0.62691263718212
hurt,pluck,V,1.49,NONE,0.869071343,1,0.13092865746667
change,renounce,V,3.82,HYPER/HYPONYMS,0.99144165,1,0.008558350027592
control,steer,V,7.14,HYPER/HYPONYMS,0.746180787,1,0.253819213382316
start,develop,V,5.64,COHYPONYMS,0.795737157,1,0.204262843321531
allow,reject,V,0.17,NONE,0.971013487,1,0.028986512953419
dislike,discourage,V,3.65,NONE,0.859063519,1,0.140936480567366
believe,think,V,5.15,SYNONYMS,0.138421219,1,0.861578780939685
accomplish,become,V,3.98,NONE,0.78740626,1,0.212593739884818
give,allow,V,4.65,HYPER/HYPONYMS,0.3531102,1,0.646889800091882
separate,join,V,0.33,ANTONYMS,0.888431869,1,0.111568131445492
embarrass,flutter,V,1.49,NONE,0.933625458,1,0.066374542268185
select,elect,V,5.15,HYPER/HYPONYMS,0.086351525,1,0.913648475192795
write,say,V,2.49,NONE,0.83379301,1,0.166206989507012
dismiss,allow,V,2.49,NONE,0.937497956,1,0.062502044063285
call,listen,V,1.99,NONE,0.774734484,1,0.22526551578704
go,pause,V,0.66,NONE,0.857087019,1,0.142912981187919
advise,inform,V,6.47,HYPER/HYPONYMS,0.270453013,1,0.729546987231111
sneak,scare,V,2.32,NONE,0.78161627,1,0.218383729505627
hear,whisper,V,1.66,NONE,0.731712511,1,0.268287488860805
teach,give,V,4.15,NONE,0.859925048,1,0.140074951524885
urge,hurry,V,3.98,HYPER/HYPONYMS,0.869722793,1,0.130277206901534
reach,achieve,V,5.81,SYNONYMS,0.115474378,1,0.884525622197685
sweat,relax,V,0.17,NONE,0.932931217,1,0.067068783174239
come,join,V,4.98,NONE,0.727351487,1,0.272648513217903
fight,hate,V,3.32,NONE,0.851020528,1,0.148979472168425
lie,rationalize,V,2.49,NONE,0.963698701,1,0.036301298631821
be,do,V,0.83,HYPER/HYPONYMS,0.546076812,1,0.453923187519857
lick,dip,V,1,NONE,0.739339899,1,0.26066010146554
loosen,relax,V,7.14,HYPER/HYPONYMS,0.557823353,1,0.442176647482217
flex,lift,V,3.32,NONE,1.080737411,1,-0.080737411087221
learn,confuse,V,0.66,NONE,0.973493091,1,0.026506909476572
perceive,assume,V,5.15,NONE,0.689249253,1,0.310750746770641
stop,drive,V,0,NONE,0.889616097,1,0.110383902715467
seize,catch,V,4.65,HYPER/HYPONYMS,0.35217276,1,0.647827240259547
receive,earn,V,6.47,COHYPONYMS,0.394816351,1,0.605183648940854
disperse,release,V,6.14,NONE,0.777213409,1,0.22278659119188
put,hang,V,1.96,NONE,0.976901745,1,0.023098255438541
repress,forbid,V,6.14,NONE,0.780554997,1,0.219445002982805
sway,bend,V,4.98,NONE,0.792639986,1,0.207360014353659
scare,cry,V,0.33,NONE,0.785254397,1,0.214745602554356
attack,seize,V,4.32,NONE,0.88647719,1,0.113522810330756
hold,pause,V,5.98,NONE,0.843799736,1,0.15620026401861
fail,triumph,V,0.83,NONE,1.010359042,1,-0.010359042122315
overcome,beat,V,7.64,HYPER/HYPONYMS,0.365928366,1,0.634071634461418
shun,hide,V,3.32,NONE,0.968692932,1,0.031307068070911
sell,disown,V,2.32,NONE,0.981354932,1,0.018645067957175
bite,fight,V,4.15,NONE,0.953548249,1,0.046451750562466
relax,rub,V,5.48,NONE,0.784732675,1,0.215267325172175
disintegrate,demolish,V,4.38,NONE,0.552747294,1,0.447252705792624
prove,explain,V,5.98,NONE,0.722185889,1,0.277814110681699
bite,attack,V,4.48,NONE,0.799587446,1,0.200412554435449
enrage,engage,V,1.66,NONE,0.934964602,1,0.065035397907866
advise,notify,V,7.97,SYNONYMS,0.206615046,1,0.793384954251529
scream,hoot,V,4.48,NONE,0.769176382,1,0.230823618306737
steal,keep,V,3.32,NONE,0.908076528,1,0.091923472298939
attack,engage,V,4.83,COHYPONYMS,0.855417504,1,0.144582496361996
frustrate,disappoint,V,3.82,HYPER/HYPONYMS,0.273131943,1,0.72686805739624
help,prepare,V,5.64,NONE,0.856864434,1,0.143135566046094
borrow,keep,V,1.16,NONE,0.907070335,1,0.092929665460338
lose,obtain,V,0.33,ANTONYMS,1.035190032,1,-0.03519003240994
grow,rise,V,5.48,HYPER/HYPONYMS,0.203489702,1,0.796510297907455
fail,fall,V,2.99,HYPER/HYPONYMS,0.757203088,1,0.242796911532638
create,do,V,5.31,HYPER/HYPONYMS,0.70371226,1,0.296287739821812
disperse,gather,V,1.33,NONE,0.828924012,1,0.171075987866869
throw,overpower,V,3.15,NONE,0.897482594,1,0.102517405574813
disintegrate,erode,V,6.04,NONE,0.569732408,1,0.430267592173452
grate,annoy,V,6.47,HYPER/HYPONYMS,0.898095831,1,0.101904168837301
run,strive,V,2.32,NONE,0.874812938,1,0.125187061746763
believe,agree,V,3.15,NONE,0.800979165,1,0.199020835041586
frustrate,overwhelm,V,5.15,NONE,0.566299533,1,0.433700466630254
concern,dismay,V,3.98,NONE,0.53542648,1,0.464573520474474
claim,accuse,V,3.98,NONE,0.639844501,1,0.360155499407494
scratch,pick,V,4.32,NONE,0.948509223,1,0.051490776808265
perish,dissolve,V,3.49,NONE,0.836921895,1,0.163078105371476
hear,talk,V,1.99,NONE,0.571194239,1,0.428805760570395
address,talk,V,5.98,HYPER/HYPONYMS,0.746169154,1,0.253830846434743
be,live,V,6.31,HYPER/HYPONYMS,0.778203422,1,0.221796577706974
accept,like,V,6.14,NONE,0.761048801,1,0.238951198711929
join,add,V,6.81,NONE,0.665493529,1,0.334506471420683
associate,know,V,6.64,NONE,0.970811737,1,0.02918826318405
hate,annihilate,V,2.99,NONE,0.798096188,1,0.201903811737137
predict,determine,V,4.48,NONE,0.755777814,1,0.244222185600493
catch,grab,V,3.32,SYNONYMS,0.220317191,1,0.779682809190978
attempt,do,V,5.81,HYPER/HYPONYMS,0.788885432,1,0.211114568483496
dash,walk,V,4.48,NONE,1.01572591,1,-0.015725909846783
rip,fold,V,0.83,NONE,0.964030479,1,0.035969520674373
direct,aim,V,7.47,HYPER/HYPONYMS,0.843696323,1,0.156303676669436
refrain,wait,V,6.31,NONE,0.924078894,1,0.075921105919509
pick,analyze,V,2.66,NONE,0.903718446,1,0.096281554388785
remove,release,V,4.48,NONE,0.736875843,1,0.263124157071549
wipe,rub,V,7.64,HYPER/HYPONYMS,0.346324595,1,0.653675404901941
beat,strike,V,6.14,HYPER/HYPONYMS,0.542903364,1,0.457096635663008
decompose,disintegrate,V,7.64,SYNONYMS,0.346187135,1,0.653812865033819
die,grow,V,0,COHYPONYMS,0.932847202,1,0.067152798489839
find,escape,V,0.66,NONE,0.821424786,1,0.178575213764828
search,strip,V,1.66,NONE,0.946346572,1,0.053653428135971
hit,throw,V,2.82,COHYPONYMS,0.775639437,1,0.224360563330755
reproduce,recycle,V,4.81,NONE,0.895740442,1,0.104259558379881
release,squeeze,V,1.21,NONE,0.888006072,1,0.111993927889575
diminish,increase,V,1.33,ANTONYMS,1.013451116,1,-0.013451115837108
examine,see,V,7.7,SYNONYMS,0.644766132,1,0.355233867855122
throw,aim,V,4.15,NONE,0.846257179,1,0.1537428212679
get,buy,V,7.14,HYPER/HYPONYMS,0.495659528,1,0.504340472252103
toast,cook,V,4.98,NONE,0.634471483,1,0.365528517377864
climb,rise,V,8.3,HYPER/HYPONYMS,0.052685875,1,0.947314125227864
search,examine,V,7.97,HYPER/HYPONYMS,0.393332144,1,0.60666785636515
return,recycle,V,3.49,NONE,0.693592209,1,0.306407790806972
disprove,hate,V,2.99,NONE,0.858301113,1,0.141698886570655
rearrange,scramble,V,7.3,NONE,0.926712611,1,0.073287388974951
engage,fight,V,4.48,HYPER/HYPONYMS,0.829888542,1,0.170111457577898
have,earn,V,2.66,NONE,0.632571364,1,0.367428636150462
restore,receive,V,1.49,NONE,0.881560385,1,0.118439614897947
depart,fly,V,2.82,NONE,0.740282161,1,0.259717839343225
earn,pay,V,0.91,HYPER/HYPONYMS,0.566512403,1,0.433487596942111
nag,yell,V,4.15,NONE,0.766709206,1,0.233290793633344
get,keep,V,5.58,ANTONYMS,0.887645089,1,0.112354911133833
condemn,renounce,V,5.48,NONE,0.819940127,1,0.180059872585792
slice,chop,V,7.3,COHYPONYMS,0.210930092,1,0.789069907800785
sting,burn,V,5.15,SYNONYMS,0.886162084,1,0.113837916265667
borrow,dig,V,1.99,NONE,0.907508912,1,0.092491088228251
bend,move,V,3.02,HYPER/HYPONYMS,0.90230171,1,0.09769828973045
degrade,criticize,V,6.31,NONE,0.772397768,1,0.227602232497051
deteriorate,fall,V,1.66,NONE,0.729653401,1,0.27034659877931
pull,shove,V,1.99,NONE,0.751775642,1,0.248224358187128
whistle,hoot,V,4.81,NONE,0.778702445,1,0.221297554905489
suppose,predict,V,5.81,NONE,0.677498105,1,0.322501895164166
disown,ban,V,2.99,NONE,0.869284554,1,0.130715446470556
drench,quench,V,3.65,NONE,0.75148165,1,0.248518349930618
disappear,decompose,V,5.28,NONE,0.720854338,1,0.279145661784326
worry,waste,V,0.83,NONE,0.833496613,1,0.16650338731103
write,talk,V,1.66,COHYPONYMS,0.81495794,1,0.185042060219154
sue,pay,V,2.16,NONE,0.866520084,1,0.133479915540736
laugh,cough,V,0.45,NONE,0.837094801,1,0.162905198514494
justify,believe,V,3.15,NONE,0.731911574,1,0.268088425752614
kidnap,snatch,V,7.14,SYNONYMS,0.213640982,1,0.786359018461621
grind,chop,V,2.49,COHYPONYMS,0.771550353,1,0.228449647330168
earn,yearn,V,0.91,NONE,0.772708745,1,0.227291254505338
waste,disintegrate,V,2.66,NONE,0.724521706,1,0.275478293646822
separate,organize,V,6.14,NONE,0.893237373,1,0.106762627172622
upset,overwhelm,V,4.81,COHYPONYMS,0.698778078,1,0.301221921789661
start,create,V,3.32,HYPER/HYPONYMS,0.752918114,1,0.247081885513135
create,decorate,V,3.15,NONE,0.836554409,1,0.163445590797297
add,build,V,4.65,NONE,0.764775838,1,0.235224161674009
protect,hurt,V,0,NONE,0.890430326,1,0.10956967427722
forgive,excuse,V,6.97,HYPER/HYPONYMS,0.32198213,1,0.67801786974009
prosper,fail,V,0.5,NONE,0.987708152,1,0.01229184825782
defeat,overwhelm,V,5.31,HYPER/HYPONYMS,0.633425977,1,0.366574022540404
find,attract,V,2.16,NONE,0.76599718,1,0.234002819792288
think,talk,V,1.66,NONE,0.721855619,1,0.278144380556523
cheat,win,V,1,NONE,0.907355222,1,0.092644778032315
attend,help,V,4.81,HYPER/HYPONYMS,0.420766963,1,0.579233037481109
mistreat,hit,V,3.15,NONE,0.736152761,1,0.263847239196606
grant,aid,V,5.64,NONE,0.668143206,1,0.331856793819105
discourage,beat,V,3.82,NONE,0.933326892,1,0.066673108161792
persuade,control,V,4.65,NONE,0.870474143,1,0.129525857004706
overcome,try,V,5.64,NONE,0.785753092,1,0.214246907734149
boom,hum,V,1,COHYPONYMS,0.91495291,1,0.08504709042699
tear,remove,V,3.65,HYPER/HYPONYMS,0.921490724,1,0.078509275956198
incline,press,V,2.41,NONE,0.86746447,1,0.132535530200894
clarify,help,V,6.14,NONE,0.900055598,1,0.099944402249954
determine,try,V,3.15,HYPER/HYPONYMS,0.794547779,1,0.20545222078127
rescue,find,V,7.14,NONE,0.90308526,1,0.096914739525049
urge,tell,V,3.82,HYPER/HYPONYMS,0.729036182,1,0.270963818216179
acknowledge,perceive,V,2.49,NONE,0.741208956,1,0.258791043961005
pause,reflect,V,4.15,NONE,0.948885138,1,0.051114861895013
overcome,fail,V,0.17,NONE,0.765999456,1,0.234000544067463
practice,do,V,5.48,SYNONYMS,0.719273625,1,0.280726375393399
do,forbid,V,0.33,NONE,1.065898432,1,-0.065898432351105
surprise,celebrate,V,3.32,NONE,0.894504122,1,0.105495878086126
treat,surprise,V,3.15,NONE,1.031331803,1,-0.031331802892548
earn,respect,V,2.32,NONE,0.937281791,1,0.062718209206911
finish,do,V,4.07,HYPER/HYPONYMS,0.719774608,1,0.280225392221549
remember,learn,V,4.32,NONE,0.88081703,1,0.119182970465565
kill,punish,V,2.82,NONE,0.835236193,1,0.164763806512649
call,need,V,2.49,NONE,0.615938236,1,0.384061764108159
break,erode,V,4.81,COHYPONYMS,0.7363476,1,0.263652400347376
accept,forgive,V,3.65,NONE,0.633041848,1,0.366958152413027
yearn,ache,V,6.97,HYPER/HYPONYMS,0.798456249,1,0.201543750914106
understand,evaluate,V,3.49,HYPER/HYPONYMS,0.839084954,1,0.160915045614609
touch,hug,V,3.65,HYPER/HYPONYMS,0.758943404,1,0.241056595780454
grasp,release,V,0,NONE,0.872377345,1,0.127622654757958
deny,repress,V,6.14,HYPER/HYPONYMS,0.738560131,1,0.261439869137844
hate,damn,V,5.81,NONE,0.844307735,1,0.155692265058063
hesitate,go,V,0.66,NONE,0.675695395,1,0.324304605227196
break,build,V,0.83,ANTONYMS,1.093729038,1,-0.093729038470771
wear,use,V,4.98,NONE,0.757097853,1,0.242902147221473
accept,give,V,0.5,HYPER/HYPONYMS,0.851766699,1,0.148233300915668
block,stop,V,8.47,SYNONYMS,0.698220551,1,0.301779448940298
wander,leave,V,3.49,NONE,0.788009663,1,0.211990336980437
keep,hide,V,2.82,NONE,0.862842083,1,0.137157917198417
spawn,reproduce,V,6.97,NONE,0.226456994,1,0.773543006252498
tow,follow,V,2.99,NONE,0.998232174,1,0.001767825872669
replace,add,V,2.16,NONE,0.85250194,1,0.147498059826063
accelerate,go,V,6.97,NONE,0.841351416,1,0.158648584401294
yell,speak,V,4.48,HYPER/HYPONYMS,0.829308354,1,0.170691645500144
dismay,worry,V,5.15,NONE,0.515216501,1,0.484783498790799
solve,discover,V,3.15,NONE,0.818554265,1,0.181445734940431
give,retain,V,1.16,NONE,0.941293284,1,0.058706715961769
reject,leave,V,5.98,NONE,0.774562572,1,0.225437428157551
warn,forbid,V,3.15,NONE,0.864652951,1,0.13534704856383
connect,combine,V,6.14,NONE,0.770723834,1,0.229276165501647
decompose,degrade,V,6.47,NONE,0.268451248,1,0.731548752038806
hurt,degrade,V,5.64,HYPER/HYPONYMS,0.665764671,1,0.334235328535504
request,reply,V,1.16,NONE,0.791213251,1,0.208786748868697
drive,drink,V,0.5,NONE,0.937634218,1,0.062365782373085
hate,swear,V,2.49,NONE,0.878567588,1,0.121432411786976
attack,capture,V,3.32,NONE,0.860407786,1,0.139592213712964
request,beg,V,5.64,HYPER/HYPONYMS,0.625618607,1,0.374381392607955
want,claim,V,2.66,NONE,0.78675697,1,0.213243029569683
stay,roam,V,0.66,NONE,0.755621679,1,0.244378321079078
lose,get,V,1.49,ANTONYMS,1.029903857,1,-0.029903857114638
leave,veer,V,2.49,NONE,0.885236943,1,0.114763057206646
steal,usurp,V,4.32,NONE,0.789877591,1,0.210122408774443
run,bound,V,6.31,NONE,0.819871581,1,0.180128418987947
sit,comfort,V,3.15,NONE,0.854964293,1,0.145035706846866
dissolve,fade,V,6.19,NONE,0.647736505,1,0.352263494605318
do,command,V,1.33,NONE,0.877255179,1,0.122744821205542
search,lose,V,1.16,NONE,1.008391741,1,-0.008391740897492
whisper,tell,V,4.32,NONE,0.834022109,1,0.165977890806919
pluck,duck,V,0.5,NONE,0.869049436,1,0.130950563725174
recommend,guess,V,1.83,NONE,0.819489055,1,0.18051094518426
produce,stamp,V,1,NONE,0.944688408,1,0.055311592002082
bound,correct,V,0.17,NONE,0.879163922,1,0.120836078284799
blush,obey,V,0.33,NONE,1.003602409,1,-0.003602409444665
presume,strain,V,0.83,NONE,0.995046035,1,0.004953965016829
read,exchange,V,0.91,NONE,0.939966743,1,0.060033256840884
sew,convince,V,0.5,NONE,0.984613943,1,0.015386056960355
teach,graduate,V,2.82,NONE,0.76125539,1,0.238744610040891
hide,swim,V,0.33,NONE,0.934857921,1,0.065142079234153
acquire,tear,V,0.66,NONE,1.115609063,1,-0.115609062713274
inhale,glide,V,1,NONE,0.835380673,1,0.164619327303576
leap,struggle,V,0.91,NONE,0.876328009,1,0.123671991445462
assume,tumble,V,0.5,NONE,0.962517917,1,0.037482083194315
clench,aid,V,2.16,NONE,1.045361341,1,-0.045361340804035
ask,attempt,V,3.15,NONE,0.670327052,1,0.329672948026647
graduate,relax,V,0.83,NONE,0.99750219,1,0.00249781031637
appear,command,V,0.5,NONE,0.885804486,1,0.114195514162718
drip,adore,V,0.33,NONE,1.011064824,1,-0.01106482400418
glide,please,V,1.49,NONE,1.057576853,1,-0.057576853093143
allow,erode,V,0.66,NONE,0.950093902,1,0.0499060983634
confess,aggravate,V,1,NONE,0.96355834,1,0.036441660270641
miss,cook,V,0.17,NONE,0.87837632,1,0.121623679672831
inquire,pull,V,1,NONE,0.955705296,1,0.044294704185553
scold,kneel,V,0.83,NONE,0.723533725,1,0.276466275276001
sow,find,V,0.83,NONE,0.966776381,1,0.033223619496986
refuse,flex,V,0.17,NONE,1.16269289,1,-0.16269288972619
press,compound,V,6.64,NONE,0.972216263,1,0.02778373720821
fade,rescue,V,0.83,NONE,0.930939706,1,0.069060294231704
perish,sob,V,2.49,NONE,0.750638753,1,0.249361246660475
remind,graduate,V,0.17,NONE,0.965665604,1,0.034334395621591
educate,pray,V,0.33,NONE,0.910973599,1,0.089026401293039
